row_label_raw,row_label_full,col_0,31/12/2019 > %/năm,31/12/2018 > %/năm,numeric__31/12/2019 > %/năm,numeric__31/12/2018 > %/năm
Cho vay thương mại bằng VND,Cho vay thương mại bằng VND,Cho vay thương mại bằng VND,"5,6% - 13,1%","4,8% - 13,1%",,
Cho vay thương mại bằng ngoại tệ,Cho vay thương mại bằng ngoại tệ,Cho vay thương mại bằng ngoại tệ,"2,0% - 5,8%","2,5% - 5,4%",,
