row_label_raw,row_label_full,Ông Trần Anh Tuấn,Chủ tịch,numeric__Chủ tịch
Bà Nguyễn Thị Thiên Hương,Bà Nguyễn Thị Thiên Hương,Bà Nguyễn Thị Thiên Hương,Phó Chủ tịch (từ ngày 30/5/2018),
Ông Nguyễn Hoàng An,Ông Nguyễn Hoàng An,Ông Nguyễn Hoàng An,Phó Chủ tịch (từ ngày 30/5/2018),
Ông Trần Xuân Quảng,Ông Trần Xuân Quảng,Ông Trần Xuân Quảng,Thành viên,
Ông Vũ Đức Nhuận,Ông Vũ Đức Nhuận,Ông Vũ Đức Nhuận,Thành viên (đến ngày 29/5/2018),
Ông Huỳnh Bửu Quang,Ông Huỳnh Bửu Quang,Ông Huỳnh Bửu Quang,Thành viên,
Ông Nguyễn Đức Hoàn,Ông Nguyễn Đức Hoàn,Ông Nguyễn Đức Hoàn,Thành viên độc lập (đến ngày 29/5/2018),
Bà Lê Thị Liên,Bà Lê Thị Liên,Bà Lê Thị Liên,Thành viên độc lập (từ ngày 30/5/2018),
