row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",,
Lãi phải trả cho tiền gửi,"Các khoản lãi, phí phải trả > Lãi phải trả cho tiền gửi",Lãi phải trả cho tiền gửi,314.047,202.487,314047.0,202487.0
Lãi phải trả cho tiền gửi tiết kiệm,"Các khoản lãi, phí phải trả > Lãi phải trả cho tiền gửi tiết kiệm",Lãi phải trả cho tiền gửi tiết kiệm,610.128,673.063,610128.0,673063.0
Lãi phải trả cho các giấy tờ có giá,"Các khoản lãi, phí phải trả > Lãi phải trả cho các giấy tờ có giá",Lãi phải trả cho các giấy tờ có giá,233.553,382.067,233553.0,382067.0
Lãi phải trả cho tiền vay,"Các khoản lãi, phí phải trả > Lãi phải trả cho tiền vay",Lãi phải trả cho tiền vay,86.837,57.808,86837.0,57808.0
Lãi phải trả cho các công cụ tài chính phải sinh,"Các khoản lãi, phí phải trả > Lãi phải trả cho các công cụ tài chính phải sinh",Lãi phải trả cho các công cụ tài chính phải sinh,73.743,46.022,73743.0,46022.0
,,,1.318.308,1.361.447,1318308.0,1361447.0
Các khoản phải trả và nợ khác,Các khoản phải trả và nợ khác,Các khoản phải trả và nợ khác,Các khoản phải trả và nợ khác,Các khoản phải trả và nợ khác,,
Thuế phải nộp cho ngân sách Nhà nước (Thuyết minh 37),Các khoản phải trả và nợ khác > Thuế phải nộp cho ngân sách Nhà nước (Thuyết minh 37),Thuế phải nộp cho ngân sách Nhà nước (Thuyết minh 37),168.338,67.972,168338.0,67972.0
Cổ tức phải trả,Các khoản phải trả và nợ khác > Cổ tức phải trả,Cổ tức phải trả,4.236,4.266,4236.0,4266.0
Phải trả cán bộ công nhân viên,Các khoản phải trả và nợ khác > Phải trả cán bộ công nhân viên,Phải trả cán bộ công nhân viên,141.223,159.709,141223.0,159709.0
"Quỹ khen thưởng, phúc lợi và quỹ thường Ban Điều hành","Các khoản phải trả và nợ khác > Quỹ khen thưởng, phúc lợi và quỹ thường Ban Điều hành","Quỹ khen thưởng, phúc lợi và quỹ thường Ban Điều hành",42.834,44.624,42834.0,44624.0
Các khoản chờ thanh toán,Các khoản phải trả và nợ khác > Các khoản chờ thanh toán,Các khoản chờ thanh toán,1.648.825,158.010,1648825.0,158010.0
Doanh thu chờ phân bổ (*),Các khoản phải trả và nợ khác > Doanh thu chờ phân bổ (*),Doanh thu chờ phân bổ (*),358.165,301.745,358165.0,301745.0
Cổ tức nhận hộ,Các khoản phải trả và nợ khác > Cổ tức nhận hộ,Cổ tức nhận hộ,76.944,76.944,76944.0,76944.0
Các khoản phải trả khác,Các khoản phải trả và nợ khác > Các khoản phải trả khác,Các khoản phải trả khác,694.254,472.043,694254.0,472043.0
,,,3.134.819,1.285.313,3134819.0,1285313.0
,,,4.453.127,2.646.760,4453127.0,2646760.0
