row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2018 Triệu VND,31/12/2017 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2018 Triệu VND,numeric__31/12/2017 Triệu VND
X,X,X,Tài sản Có khác,18,21.102.709,16.427.686,,18.0,21102709.0,16427686.0
1,1,1,Các khoản phải thu,,11.756.245,8.279.284,,,11756245.0,8279284.0
2,2,2,"Các khoản lãi, phí phải thu",,3.137.156,3.376.869,,,3137156.0,3376869.0
3,3,3,Tài sản Có khác,,7.013.430,5.297.200,,,7013430.0,5297200.0
4,4,4,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(804.122),(525.667),,,-804122.0,-525667.0
,,,TỔNG TÀI SẢN,,138.123.509,112.589.321,,,138123509.0,112589321.0
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNNVN,19,9.708.388,2.019.657,,19.0,9708388.0,2019657.0
II,B > II,II,Tiền gửi và vay các TCTD khác,20,38.165.100,30.067.958,,20.0,38165100.0,30067958.0
1,B > 1,1,Tiền gửi của các TCTD khác,,22.365.078,13.398.764,,,22365078.0,13398764.0
2,B > 2,2,Vay các TCTD khác,,15.800.022,16.669.194,,,15800022.0,16669194.0
III,B > III,III,Tiền gửi của khách hàng,21,63.503.767,56.831.508,,21.0,63503767.0,56831508.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,9,162.292,52.724,,9.0,162292.0,52724.0
V,B > V,V,Phát hành giấy tờ có giá,22,8.334.977,7.268.899,,22.0,8334977.0,7268899.0
VI,B > VI,VI,Các khoản nợ khác,23,4.453.127,2.646.760,,23.0,4453127.0,2646760.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,1.318.308,1.361.447,,,1318308.0,1361447.0
2,B > 2,2,Các khoản phải trả và công nợ khác,,3.134.819,1.285.313,,,3134819.0,1285313.0
,,,TỔNG NỘ PHẢI TRẢ,,124.327.651,98.887.506,,,124327651.0,98887506.0
