row_label_raw,row_label_full,Loại tiên,Mức tănglãi suất > 31/12/2018,Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuếcho năm kết thúc ngày > 31/12/2018(Triệu VND),numeric__Mức tănglãi suất > 31/12/2018,numeric__Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuếcho năm kết thúc ngày > 31/12/2018(Triệu VND)
VND,VND,VND,"1,00%",(32.198),0.01,-32198.0
USD,USD,USD,"0,25%",(12.144),0.0025,-12144.0
