row_label_raw,row_label_full,Tài khoản tiền gửi thanh toán tại NHNNVN,31/12/2018Triệu VND > Tài khoản tiền gửi thanh toán tại NHNNVN,31/12/2017Triệu VND > Tài khoản tiền gửi thanh toán tại NHNNVN,numeric__31/12/2018Triệu VND > Tài khoản tiền gửi thanh toán tại NHNNVN,numeric__31/12/2017Triệu VND > Tài khoản tiền gửi thanh toán tại NHNNVN
Bằng VND,Bằng VND,Bằng VND,1.638.792,3.109.673,1638792.0,3109673.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,767.123,337.999,767123.0,337999.0
,,,2.405.915,3.447.672,2405915.0,3447672.0
