row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,%,31/12/2017Triệu VND,%_1,numeric__31/12/2018Triệu VND,numeric__%,numeric__31/12/2017Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,,,,
Doanh nghiệp Nhà nước,Cho vay các TCKT > Doanh nghiệp Nhà nước,Doanh nghiệp Nhà nước,1.461.033,"3,00%",867.759,"2,40%",1461033.0,0.03,867759.0,0.024
Công ty Trách nhiệm hữu hạn Nhà nước,Cho vay các TCKT > Công ty Trách nhiệm hữu hạn Nhà nước,Công ty Trách nhiệm hữu hạn Nhà nước,971.289,"1,99%",300.808,"0,83%",971289.0,0.0199,300808.0,0.0083
Công ty Trách nhiệm hữu hạn Tư nhân,Cho vay các TCKT > Công ty Trách nhiệm hữu hạn Tư nhân,Công ty Trách nhiệm hữu hạn Tư nhân,10.182.443,"20,90%",7.632.041,"21,09%",10182443.0,0.209,7632041.0,0.2109
Công ty cổ phần Nhà nước,Cho vay các TCKT > Công ty cổ phần Nhà nước,Công ty cổ phần Nhà nước,107.686,"0,22%",26.810,"0,07%",107686.0,0.0022,26810.0,0.0007000000000000001
Công ty cổ phần khác,Cho vay các TCKT > Công ty cổ phần khác,Công ty cổ phần khác,23.007.727,"47,24%",17.244.777,"47,65%",23007727.0,0.47240000000000004,17244777.0,0.4765
Doanh nghiệp tư nhân,Cho vay các TCKT > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,163.402,"0,34%",179.695,"0,50%",163402.0,0.0034000000000000002,179695.0,0.005
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các TCKT > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,301.593,"0,62%",225.647,"0,62%",301593.0,0.0062,225647.0,0.0062
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
Cá nhân,Cho vay cá nhân > Cá nhân,Cá nhân,12.513.374,"25,69%",9.712.916,"26,84%",12513374.0,0.2569,9712916.0,0.26839999999999997
,,,48.708.547,"100,00%",36.190.453,100%,48708547.0,1.0,36190453.0,1.0
