row_label_raw,row_label_full,Tên,31/12/2018,31/12/2018_1,31/12/2017,31/12/2017_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__31/12/2017,numeric__31/12/2017_1
Tên,Tên,Tên,Giá gốcTriệu VND,%,Giá gốcTriệu VND,%,,,,
Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng TMCP Hàng Hải Việt Nam,Tên > Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng TMCP Hàng Hải Việt Nam,Công ty TNHH Quản lý Nợ và Khai thác Tài sản Ngân hàng TMCP Hàng Hải Việt Nam,100.000,100%,100.000,100%,100000.0,1.0,100000.0,1.0
Công ty Tài chính TNHH MTV Cộng đồng,Tên > Công ty Tài chính TNHH MTV Cộng đồng,Công ty Tài chính TNHH MTV Cộng đồng,697.076,100%,697.076,100%,697076.0,1.0,697076.0,1.0
,,,797.076,,797.076,,797076.0,,797076.0,
