row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,370.309.609.564,761.996.416.429,370309609564.0,761996416429.0
Thuế TNDN theo thuế suất áp dụng cho Tổng Công ty,Thuế TNDN theo thuế suất áp dụng cho Tổng Công ty,Thuế TNDN theo thuế suất áp dụng cho Tổng Công ty,74.061.921.913,152.399.283.286,74061921913.0,152399283286.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,1.663.228.374,1.495.250.707,1663228374.0,1495250707.0
Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh tăng: > Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,310.770,65.169.911,310770.0,65169911.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
Hoàn nhập chi phí dự phòng,Các khoản điều chỉnh giảm: > Hoàn nhập chi phí dự phòng,Hoàn nhập chi phí dự phòng,(869.836.184),(2.204.084.869),-869836184.0,-2204084869.0
Thu nhập không chịu thuế,Các khoản điều chỉnh giảm: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(45.879.059.970),(123.324.854.626),-45879059970.0,-123324854626.0
Các khoản điều chỉnh khác,Các khoản điều chỉnh giảm: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,(108.482.344),(25.714.803),-108482344.0,-25714803.0
Chi phí thuế TNDN,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN,Chi phí thuế TNDN,28.868.082.559,28.405.049.606,28868082559.0,28405049606.0
