row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,769.104.431.739,661.977.793.480,,271.0,769104431739.0,661977793480.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,(69.003.392),-,,271.0,-69003392.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,769.035.428.347,661.977.793.480,,271.0,769035428347.0,661977793480.0
11,11,11,4. Giá vốn hàng bán và cung cấp dịch vụ,28,(637.879.246.537),(542.045.510.664),,28.0,-637879246537.0,-542045510664.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,131.156.181.810,119.932.282.816,,,131156181810.0,119932282816.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,443.931.013.138,819.288.128.010,,272.0,443931013138.0,819288128010.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,29,(12.407.219.150),(5.180.290.566),,29.0,-12407219150.0,-5180290566.0
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,,-,-,,,,
25,23 > 25,25,8. Chi phí bán hàng,30,(31.038.844.265),(28.308.806.646),,30.0,-31038844265.0,-28308806646.0
26,23 > 26,26,9. Chi phí quản lý doanh nghiệp,30,(164.534.189.867),(140.717.348.570),,30.0,-164534189867.0,-140717348570.0
30,23 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,367.106.941.666,765.013.965.044,,,367106941666.0,765013965044.0
31,23 > 31,31,11. Thu nhập khác,,4.028.092.836,2.036.416.464,,,4028092836.0,2036416464.0
32,23 > 32,32,12. Chi phí khác,,(825.424.938),(5.053.965.079),,,-825424938.0,-5053965079.0
40,23 > 40,40,13. Lợi nhuận/(lỗ) khác,,3.202.667.898,(3.017.548.615),,,3202667898.0,-3017548615.0
50,23 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,370.309.609.564,761.996.416.429,,,370309609564.0,761996416429.0
51,23 > 51,51,15. Chi phí thuế TNDN hiện hành,32.1,(28.868.082.559),(28.405.049.606),,321.0,-28868082559.0,-28405049606.0
60,23 > 60,60,16. Lợi nhuận sau thuế TNDN,,341.441.527.005,733.591.366.823,,,341441527005.0,733591366823.0
