row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phầnGiống Lâm nghiệpvùng Đông Bắc,Công ty Cổ phầnGiống Lâm nghiệpvùng Đông Bắc,Công ty Cổ phầnGiống Lâm nghiệpvùng Đông Bắc,Công ty con,Lãi cho vayChi phí hỗ trợMua bán hàng hóa và dịch vụ,10.528.766121.000.000-,10.499.99942.000.00088.000.000,,,,1.0499999420000009e+23
Công ty Cổ phầnLong Bình,Công ty Cổ phầnLong Bình,Công ty Cổ phầnLong Bình,Công ty con,Chi phí hỗ trợ,8.000.000,-,,,8000000.0,
Công ty Cổ phầnGiống Lâm nghiệpvùng Nam Trung Bộ,Công ty Cổ phầnGiống Lâm nghiệpvùng Nam Trung Bộ,Công ty Cổ phầnGiống Lâm nghiệpvùng Nam Trung Bộ,Công ty con,Chuyển tiền hỗ trợMua bán hàng hóa và dịch vụ,7.000.0001.926.876.000,--,,,7.0000001926876e+16,
Công ty Cổ phầnCẩm Hà,Công ty Cổ phầnCẩm Hà,Công ty Cổ phầnCẩm Hà,Công ty con,Chuyển tiền hỗ trợ,673.000.000,-,,,673000000.0,
Công ty Cổ phầnGiống Lâm nghiệpvùng Nam Bộ,Công ty Cổ phầnGiống Lâm nghiệpvùng Nam Bộ,Công ty Cổ phầnGiống Lâm nghiệpvùng Nam Bộ,Công ty con,Mua hàng hódadịch vụChuyển tiền hỗ trợ,85.000.00070.000.000,--,,,8500000070000000.0,
Công ty Cổ phầnGiống Lâm nghiệpvùng Tây Nguyên,Công ty Cổ phầnGiống Lâm nghiệpvùng Tây Nguyên,Công ty Cổ phầnGiống Lâm nghiệpvùng Tây Nguyên,Công ty con,Chuyển tiền hỗ trợ,13.000.000,-,,,13000000.0,
Công ty TNHH MTVViệt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH MTVViệt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH MTVViệt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty con,Chi phí hỗ trợ,179.166.273,111.000.939,,,179166273.0,111000939.0
Công ty TNHHYamaha Motor ViệtNam,Công ty TNHHYamaha Motor ViệtNam,Công ty TNHHYamaha Motor ViệtNam,Công ty liên kết,Doanh thu cho thuê văn phòng,6.372.534.469,6.533.439.717,,,6372534469.0,6533439717.0
Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật Cái Lân,Công ty liên kết,Phí quản lý,460.700.000,464.900.000,,,460700000.0,464900000.0
Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật,Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật,Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật,Công ty liên kết,Doanh thu bán hàng và cung cấp dịch vụPhí quản lý,1.823.218.749460.700.000,196.873.122.644465.707.429,,,1.8232187494607e+18,1.968731226444657e+20
Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu GiấyViệt Nhật Vũng Áng,Công ty liên kết,Doanh thu bán hàng và cung cấp dịch vụLãi cho vayThu nợ gốc và lãi vay,146.607.352.011329.649.4202.636.655.487,28.339.824.80055.029.8411.570.637.221,,,1.4660735201132966e+30,2.8339824800550297e+28
Công ty Cổ phần Gỗlạng Buôn Ma Thuột,Công ty Cổ phần Gỗlạng Buôn Ma Thuột,Công ty Cổ phần Gỗlạng Buôn Ma Thuột,Công ty liên kết,Doanh thu bán hàng và cung cấp dịch vụ,6.847.994.610,6.102.652.600,,,6847994610.0,6102652600.0
Công ty Cổ phần KonHà Nừng,Công ty Cổ phần KonHà Nừng,Công ty Cổ phần KonHà Nừng,Công ty liên kết,Mua hàng hóa và dịch vụ,435.617.672,483.805.509,,,435617672.0,483805509.0
