row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí nhân công,Chi phí bán hàng > Chi phí nhân công,Chi phí nhân công,6.632.478.630,3.743.123.961,6632478630.0,3743123961.0
"Chi phí nguyên liệu, vật liệu","Chi phí bán hàng > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",231.543.110,179.380.196,231543110.0,179380196.0
Chi phí khấu hao TSCĐ,Chi phí bán hàng > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,101.371.072,120.737.448,101371072.0,120737448.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,22.500.320.171,22.180.665.235,22500320171.0,22180665235.0
Chi phí khác bằng tiền,Chi phí bán hàng > Chi phí khác bằng tiền,Chi phí khác bằng tiền,1.573.131.282,2.084.899.806,1573131282.0,2084899806.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,31.038.844.265,28.308.806.646,31038844265.0,28308806646.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,80.821.807.437,85.669.186.517,80821807437.0,85669186517.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",607.422.529,1.250.744.035,607422529.0,1250744035.0
"Thuế, phí và lệ phí","Chi phí quản lý doanh nghiệp > Thuế, phí và lệ phí","Thuế, phí và lệ phí",2.103.897.750,957.463.683,2103897750.0,957463683.0
Chi phí khấu hao TSCĐ,Chi phí quản lý doanh nghiệp > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,6.268.305.839,7.230.321.254,6268305839.0,7230321254.0
Chi phí đồ dùng văn phòng,Chi phí quản lý doanh nghiệp > Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,1.273.697.010,1.460.741.318,1273697010.0,1460741318.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,20.527.057.917,13.468.495.359,20527057917.0,13468495359.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp > Chi phí dự phòng,Chi phí dự phòng,9.881.911.606,1.328.416.659,9881911606.0,1328416659.0
Chi phí khác bằng tiền (*),Chi phí quản lý doanh nghiệp > Chi phí khác bằng tiền (*),Chi phí khác bằng tiền (*),43.050.089.779,29.351.979.745,43050089779.0,29351979745.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,164.534.189.867,140.717.348.570,164534189867.0,140717348570.0
