row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Kinh phí đo đạc, cắm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)","Ngắn hạn > Kinh phí đo đạc, cắm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)","Kinh phí đo đạc, cắm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)",7.045.582.488,16.920.399.387,7045582488.0,16920399387.0
"Nhận ký quỹ, ký cược ngắn hạn","Ngắn hạn > Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",10.792.184.429,11.326.184.429,10792184429.0,11326184429.0
Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,Ngắn hạn > Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,6.170.433.430,5.877.906.107,6170433430.0,5877906107.0
Phải trả cổ tức,Ngắn hạn > Phải trả cổ tức,Phải trả cổ tức,26.619.000,16.530.000,26619000.0,16530000.0
Phải trả phải nộp khác,Ngắn hạn > Phải trả phải nộp khác,Phải trả phải nộp khác,10.129.138.902,9.345.403.467,10129138902.0,9345403467.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,34.163.958.249,43.486.423.390,34163958249.0,43486423390.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả ngắn hạn khác các bên khác,Trong đó: > Phải trả ngắn hạn khác các bên khác,Phải trả ngắn hạn khác các bên khác,33.967.452.725,43.465.474.542,33967452725.0,43465474542.0
Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 33),Trong đó: > Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 33),Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 33),196.505.524,20.948.848,196505524.0,20948848.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Nhận ký quỹ, ký cược dài hạn","Dài hạn > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",10.712.841.131,12.045.897.631,10712841131.0,12045897631.0
Phải trả ngắn hạn khác cho các bên liên quan,Dài hạn > Phải trả ngắn hạn khác cho các bên liên quan,Phải trả ngắn hạn khác cho các bên liên quan,1.215.535.680,-,1215535680.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,11.928.376.811,12.045.897.631,11928376811.0,12045897631.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả dài hạn khác các bên khác,Trong đó: > Phải trả dài hạn khác các bên khác,Phải trả dài hạn khác các bên khác,10.712.841.131,10.830.361.951,10712841131.0,10830361951.0
Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 33),Trong đó: > Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 33),Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 33),1.215.535.680,1.215.535.680,1215535680.0,1215535680.0
