row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,769.104.431.739,661.977.793.480,769104431739.0,661977793480.0
Trong đó:,Trong đó:,Trong đó:,,,,
Doanh thu từ kinh doanh gỗ,Trong đó: > Doanh thu từ kinh doanh gỗ,Doanh thu từ kinh doanh gỗ,369.533.903.996,269.290.856.623,369533903996.0,269290856623.0
Doanh thu từ bán ván MDF,Trong đó: > Doanh thu từ bán ván MDF,Doanh thu từ bán ván MDF,300.127.058.872,280.265.398.992,300127058872.0,280265398992.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,67.371.507.947,71.032.882.650,67371507947.0,71032882650.0
Doanh thu của hoạt động khai thác rừngtrồng,Trong đó: > Doanh thu của hoạt động khai thác rừngtrồng,Doanh thu của hoạt động khai thác rừngtrồng,17.986.150.646,31.411.562.971,17986150646.0,31411562971.0
Doanh thu dịch vụ gia công gỗ,Trong đó: > Doanh thu dịch vụ gia công gỗ,Doanh thu dịch vụ gia công gỗ,-,1.686.582.611,,1686582611.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,14.085.810.278,8.290.509.633,14085810278.0,8290509633.0
Các khoản giảm trừ,Trong đó: > Các khoản giảm trừ,Các khoản giảm trừ,(69.003.392),-,-69003392.0,
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,769.035.428.347,661.977.793.480,769035428347.0,661977793480.0
Trong đó:,Trong đó:,Trong đó:,,,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,606.087.405.035,620.530.838.908,606087405035.0,620530838908.0
Doanh thu đối với các bên liên quan(Thuyết minh số 33),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 33),Doanh thu đối với các bên liên quan(Thuyết minh số 33),162.948.023.312,41.446.954.572,162948023312.0,41446954572.0
