row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Current CIT expense,Current CIT expense,Current CIT expense,"256,796,049,340","4,304,809,468",,
Adjustment for under accrual of tax from prior year,Adjustment for under accrual of tax from prior year,Adjustment for under accrual of tax from prior year,"15,594,774,695",-,,
TOTAL,TOTAL,TOTAL,"272,390,824,035","4,304,809,468",,
Deferred tax expense (income),Deferred tax expense (income),Deferred tax expense (income),"96,580,675,977","(59,557,034,248)",,
TOTAL,TOTAL,TOTAL,"368,971,500,012","(55,252,224,780)",,
