row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Dividend income and gain from investments,Dividend income and gain from investments,Dividend income and gain from investments,"408,439,573,266","592,378,013,853",,
Profit from disposal of an investment,Profit from disposal of an investment,Profit from disposal of an investment,"235,446,982,108",-,,
Interest income from bank deposits,Interest income from bank deposits,Interest income from bank deposits,"44,685,923,541","56,224,241,663",,
TOTAL,TOTAL,TOTAL,"688,572,478,915","648,602,255,516",,
In which:,In which:,In which:,In which:,In which:,,
Finance income to related parties,Finance income to related parties,Finance income to related parties,"416,164,610,266","592,378,013,853",,
Finance income to other parties,Finance income to other parties,Finance income to other parties,"272,407,868,649","56,224,241,663",,
