row_label_raw,row_label_full,col_0,Vay,Trái phiếu,VND Tổng cộng,numeric__Vay,numeric__Trái phiếu,numeric__VND Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,1.201.480.237.791,3.074.976.550.761,4.276.456.788.552,1201480237791.0,3074976550761.0,4276456788552.0
Tiền thu từ đi vay và phát hành trái phiếu,Tiền thu từ đi vay và phát hành trái phiếu,Tiền thu từ đi vay và phát hành trái phiếu,1.810.631.239.949,2.500.000.000.000,4.310.631.239.949,1810631239949.0,2500000000000.0,4310631239949.0
Tiền chỉ trả nợ gốc vay và trái phiếu,Tiền chỉ trả nợ gốc vay và trái phiếu,Tiền chỉ trả nợ gốc vay và trái phiếu,(1.352.122.345.448),(1.950.000.000.000),(3.302.122.345.448),-1352122345448.0,-1950000000000.0,-3302122345448.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,(49.704.593.255),(49.704.593.255),,-49704593255.0,-49704593255.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,-,36.819.092.531,36.819.092.531,,36819092531.0,36819092531.0
Số cuối năm,Số cuối năm,Số cuối năm,1.659.989.132.292,3.612.091.050.037,5.272.080.182.329,1659989132292.0,3612091050037.0,5272080182329.0
