row_label_raw,row_label_full,Southgate,Subsidiary,Dividend,"199,216,068,493","142,216,068,493",numeric__Subsidiary,numeric__Dividend,"numeric__199,216,068,493","numeric__142,216,068,493"
NLG - NNR - HRFuji,NLG - NNR - HRFuji,NLG - NNR - HRFuji,Subsidiary,Dividend,"44,571,780,823","38,772,602,740",,,,
Nguyen Son,Nguyen Son,Nguyen Son,Subsidiary,Capital redemption,"25,977,690,000",-,,,,
Mizuki,Mizuki,Mizuki,Jointly-controlled entity,Dividend,"3,600,000,000","3,485,296,803",,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,BCC capital redemption,"1,920,000,000","1,920,000,000",,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Dividend,"1,300,000,000","11,700,000,000",,,,
Anabuki,Anabuki,Anabuki,Jointly-controlled entity,Others,"627,312,825",-,,,,
Nam Long Service,Nam Long Service,Nam Long Service,Subsidiary,Dividend,"327,800,000","16,327,800,000",,,,
Paragon,Paragon,Paragon,Jointly-controlled entity,Advance for capital contribution,-,"170,000,000,000",,,,
Trading Floor,Trading Floor,Trading Floor,Subsidiary,Dividend,-,"47,900,000,000",,,,
Nam Long ADC,Nam Long ADC,Nam Long ADC,Subsidiary,Dividend,-,"12,000,000,000",,,,
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Subsidiary,Dividend,-,"1,544,140,000",,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Dividend,-,"700,000,000",,,,
,,,,,"277,540,652,141","446,565,908,036",,,,
