row_label_raw,row_label_full,Năm phát sinh,Có thể chuyển lỗ đến năm,Lỗ tính thuế,Đã chuyển lỗ đến ngày 31/12/2024,Chưa chuyển lỗ tại ngày 31/12/2024,numeric__Có thể chuyển lỗ đến năm,numeric__Lỗ tính thuế,numeric__Đã chuyển lỗ đến ngày 31/12/2024,numeric__Chưa chuyển lỗ tại ngày 31/12/2024
Trụ sở chính,Trụ sở chính,Trụ sở chính,Trụ sở chính,Trụ sở chính,Trụ sở chính,Trụ sở chính,,,,
2023 (*),Trụ sở chính > 2023 (*),2023 (*),2028,542.287.281.391,(162.285.184.864),380.002.096.527,2028.0,542287281391.0,-162285184864.0,380002096527.0
Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,,,,
2021 (**),Chi nhánh hạch toán độc lập > 2021 (**),2021 (**),2026,3.558.039.522,(3.558.039.522),-,2026.0,3558039522.0,-3558039522.0,
2023 (**),Chi nhánh hạch toán độc lập > 2023 (**),2023 (**),2028,5.296.371.631,(5.296.371.631),-,2028.0,5296371631.0,-5296371631.0,
TỔNG CỘNG,Chi nhánh hạch toán độc lập > TỔNG CỘNG,TỔNG CỘNG,,551.141.692.544,(171.139.596.017),380.002.096.527,,551141692544.0,-171139596017.0,380002096527.0
