row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phí hoa hồng môi giới,Ngắn hạn > Phí hoa hồng môi giới,Phí hoa hồng môi giới,3.185.002.221,23.795.555.811,3185002221.0,23795555811.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",1.994.001.667,4.309.791.031,1994001667.0,4309791031.0
Khác,Ngắn hạn > Khác,Khác,-,3.092.054.795,,3092054795.0
,,,5.179.003.888,31.197.401.637,5179003888.0,31197401637.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phí nhà mẫu và hoa hồng môi giới,Dài hạn > Phí nhà mẫu và hoa hồng môi giới,Phí nhà mẫu và hoa hồng môi giới,66.159.656.000,84.821.343.842,66159656000.0,84821343842.0
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",4.728.575.681,4.983.707.788,4728575681.0,4983707788.0
,,,70.888.231.681,89.805.051.630,70888231681.0,89805051630.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,76.067.235.569,121.002.453.267,76067235569.0,121002453267.0
