row_label_raw,row_label_full,Mr Nguyen Xuan Quang,Chairman,numeric__Chairman
Mr Tran Thanh Phong,Mr Tran Thanh Phong,Mr Tran Thanh Phong,Vice chairman,
Mr Joseph Low Kar Yew,Mr Joseph Low Kar Yew,Mr Joseph Low Kar Yew,Member,
Mr Nguyen Duc Thuan,Mr Nguyen Duc Thuan,Mr Nguyen Duc Thuan,Member,
Mr Cao Tan Thach,Mr Cao Tan Thach,Mr Cao Tan Thach,Member,
Mr Kenneth Michael Atkinson,Mr Kenneth Michael Atkinson,Mr Kenneth Michael Atkinson,Independent member,
Mr Chad Ryan Ovel,Mr Chad Ryan Ovel,Mr Chad Ryan Ovel,Independent member,
Mr Ziang Tony Ngo,Mr Ziang Tony Ngo,Mr Ziang Tony Ngo,Independent member,
Mr Ngian Siew Siong,Mr Ngian Siew Siong,Mr Ngian Siew Siong,Independent member,
