row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,11.214.883.945.351,10.505.569.027.783,,,11214883945351.0,10505569027783.0
310,310,310,I. Nợ ngắn hạn,,7.639.151.382.932,8.156.804.925.377,,,7639151382932.0,8156804925377.0
311,311,311,1. Phải trả người bán ngắn hạn,15,1.015.014.298.623,921.816.891.136,,15.0,1015014298623.0,921816891136.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,2.632.024.069.040,3.374.988.271.195,,16.0,2632024069040.0,3374988271195.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,297.123.206.300,70.372.321.481,,17.0,297123206300.0,70372321481.0
314,314,314,4. Phải trả người lao động,,11.188.343.531,16.864.006.773,,,11188343531.0,16864006773.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,1.017.019.034.947,734.300.148.481,,18.0,1017019034947.0,734300148481.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,4.555.597.758,-,,,4555597758.0,
319,319,319,7. Phải trả ngắn hạn khác,19,878.815.439.678,998.305.811.054,,19.0,878815439678.0,998305811054.0
320,320,320,8. Vay và nợ ngắn hạn,20,1.739.522.673.755,1.981.133.686.159,,20.0,1739522673755.0,1981133686159.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",21,43.888.719.300,59.023.789.098,,21.0,43888719300.0,59023789098.0
330,330,330,II. Nợ dài hạn,,3.575.732.562.419,2.348.764.102.406,,,3575732562419.0,2348764102406.0
337,337,337,1. Phải trả dài hạn khác,,2.768.559.555,2.424.559.555,,,2768559555.0,2424559555.0
338,338,338,2. Vay và nợ dài hạn,20,3.532.557.508.574,2.295.323.102.393,,20.0,3532557508574.0,2295323102393.0
342,342,342,3. Dự phòng phải trả dài hạn,22,40.406.494.290,51.016.440.458,,22.0,40406494290.0,51016440458.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,8.861.028.279.314,8.249.599.354.013,,,8861028279314.0,8249599354013.0
410,410,410,I. Vốn chủ sở hữu,23.1,8.861.028.279.314,8.249.599.354.013,,231.0,8861028279314.0,8249599354013.0
411,411,411,1. Vốn cổ phần,23.1,3.847.774.710.000,3.847.774.710.000,,231.0,3847774710000.0,3847774710000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.847.774.710.000,3.847.774.710.000,,,3847774710000.0,3847774710000.0
412,412,412,2. Thặng dư vốn cổ phần,23.1,2.431.271.455.967,2.431.271.455.967,,231.0,2431271455967.0,2431271455967.0
418,418,418,3. Quỹ đầu tư phát triển,23.1,5.940.860.165,5.940.860.165,,231.0,5940860165.0,5940860165.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,23.1,2.576.041.253.182,1.964.612.327.881,,231.0,2576041253182.0,1964612327881.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.738.748.369.852,1.961.623.794.159,,,1738748369852.0,1961623794159.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,837.292.883.330,2.988.533.722,,,837292883330.0,2988533722.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,20.075.912.224.665,18.755.168.381.796,,,20075912224665.0,18755168381796.0
