row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Remuneration to members of the BOD (*),Remuneration to members of the BOD (*),Remuneration to members of the BOD (*),"17,633,261,522","17,683,567,771",,
Remuneration to members of the Management (**),Remuneration to members of the Management (**),Remuneration to members of the Management (**),"27,939,862,391","18,916,482,143",,
TOTAL,TOTAL,TOTAL,"45,573,123,913","36,600,049,914",,
