row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Significant non-cash transactions that are excluded from the separate cash flow statement:,Significant non-cash transactions that are excluded from the separate cash flow statement:,Significant non-cash transactions that are excluded from the separate cash flow statement:,Significant non-cash transactions that are excluded from the separate cash flow statement:,Significant non-cash transactions that are excluded from the separate cash flow statement:,,
Payment for investment in Paragon Dai Phuoc,Payment for investment in Paragon Dai Phuoc,Payment for investment in Paragon Dai Phuoc,"170,000,000,000",-,,
Disposal of investment in ADC,Disposal of investment in ADC,Disposal of investment in ADC,"100,000,000,000",-,,
Disposal of investment in Nguyen Son,Disposal of investment in Nguyen Son,Disposal of investment in Nguyen Son,"25,977,690,000",-,,
TOTAL,TOTAL,TOTAL,"295,977,690,000",-,,
