row_label_raw,row_label_full,NLG - NNR - HRFuji,Subsidiary,Investment contributionreceived for BCC- Akari ProjectProfit share forAkari Project,"583,000,000,000","583,000,000,000_1",numeric__Subsidiary,numeric__Investment contributionreceived for BCC- Akari ProjectProfit share forAkari Project,"numeric__583,000,000,000","numeric__583,000,000,000_1"
NLG - NNR - HRFuji,NLG - NNR - HRFuji,NLG - NNR - HRFuji,Subsidiary,Investment contributionreceived for BCC- Akari ProjectProfit share forAkari Project,"133,454,021,559","220,648,072,577",,,,
Nam Long ADC,Nam Long ADC,Nam Long ADC,Subsidiary,Investment contributionreceived for BCC- Ehome ProjectProfit share forEhome Project,"34,728,474,884","16,993,724,484",,,,
Nam Long ADC,Nam Long ADC,Nam Long ADC,Subsidiary,Investment contributionreceived for BCC- Ehome ProjectProfit share forEhome Project,-,"46,734,750,400",,,,
Nam LongMekong,Nam LongMekong,Nam LongMekong,Subsidiary,Loan interest,"660,666,665","77,500,000",,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Others,"138,678,918","138,678,918",,,,
,,,,,"751,981,842,026","867,592,726,379",,,,
Short-term loans (Note 20.1),Short-term loans (Note 20.1),Short-term loans (Note 20.1),Short-term loans (Note 20.1),Short-term loans (Note 20.1),Short-term loans (Note 20.1),Short-term loans (Note 20.1),,,,
Nam Khang,Nam Khang,Nam Khang,Subsidiary,Loan,"105,000,000,000","105,000,000,000",,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Loan,"100,000,000,000","110,000,000,000",,,,
Kikyo Valora,Kikyo Valora,Kikyo Valora,Subsidiary,Loan,"100,000,000,000","100,000,000,000",,,,
Nam LongMekong,Nam LongMekong,Nam LongMekong,Subsidiary,Loan,"48,020,552,171","49,020,552,171",,,,
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Loan,"40,000,000,000",-,,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Loan,"15,000,000,000",-,,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Loan,-,"183,042,091,910",,,,
Nguyen Son,Nguyen Son,Nguyen Son,Subsidiary,Loan,-,"36,000,000,000",,,,
Nam Long Bus,Nam Long Bus,Nam Long Bus,Subsidiary,Loan,-,"1,400,000,000",,,,
,,,,,"408,020,552,171","584,462,644,081",,,,
