row_label_raw,row_label_full,Code,ASSETS,Notes,Ending balance,Beginning balance,numeric__ASSETS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
100,100,100,A. CURRENT ASSETS,,"8,007,268,581,800","6,451,637,829,919",,,,
110,100 > 110,110,I. Cash and cash equivalents,5,"3,390,289,401,797","339,184,233,454",,5.0,,
111,111,111,1. Cash,,"872,708,611,197","137,184,233,454",,,,
112,112,112,2. Cash equivalents,,"2,517,580,790,600","202,000,000,000",,,,
120,120,120,II. Short-term investment,,"198,606,149,000","401,148,886,885",,,,
123,120 > 123,123,1. Held-to-maturity investments,6,"198,606,149,000","401,148,886,885",,6.0,,
130,130,130,III. Current accounts receivables,,"1,671,979,926,883","2,173,338,016,198",,,,
131,130 > 131,131,1. Short-term trade receivables,7,"1,028,059,862,710","909,656,468,241",,7.0,,
132,130 > 132,132,2. Short-term advances to suppliers,8,"174,371,203,395","577,334,917,122",,8.0,,
136,130 > 136,136,3. Other short-term receivables,9,"520,324,611,467","686,532,392,330",,9.0,,
137,130 > 137,137,4. Provision for doubtful debts,"7,8","(50,775,750,689)","(185,761,495)",,7.8,,
140,130 > 140,140,IV. Inventory,10,"2,735,652,126,714","3,409,962,357,612",,10.0,,
141,141,141,1. Inventories,,"2,735,652,126,714","3,409,962,357,612",,,,
150,150,150,V. Other current assets,,"10,740,977,406","128,004,335,770",,,,
151,150 > 151,151,1. Short-term prepaid expenses,11,"5,179,003,888","31,197,401,637",,11.0,,
152,150 > 152,152,2. Value-added tax deductible,17,"5,361,973,518","96,806,934,133",,17.0,,
153,150 > 153,153,3. Tax and other receivables from the States,17,"200,000,000",-,,17.0,,
200,200,200,B. NON-CURRENT ASSETS,,"12,068,643,642,865","12,303,530,551,877",,,,
210,210,210,I. Long-term receivable,,"7,397,919,958","8,903,903,144",,,,
216,210 > 216,216,1. Other long-term receivables,9,"7,397,919,958","8,903,903,144",,9.0,,
220,220,220,II. Fixed assets,,"60,735,627,765","74,396,470,040",,,,
221,220 > 221,221,1. Tangible fixed assets,12,"2,991,346,569","3,221,352,022",,12.0,,
222,222,222,Cost,,"19,580,408,118","18,424,224,118",,,,
223,223,223,Accumulated depreciation,,"(16,589,061,549)","(15,202,872,096)",,,,
227,223 > 227,227,2. Intangible fixed assets,13,"57,744,281,196","71,175,118,018",,13.0,,
228,228,228,Cost,,"121,842,550,509","112,705,550,509",,,,
229,229,229,Accumulated amortisation,,"(64,098,269,313)","(41,530,432,491)",,,,
230,230,230,III. Investment properties,,-,-,,,,
231,231,231,1. Cost,,"816,491,827","816,491,827",,,,
232,232,232,2. Accumulated depreciation,,"(816,491,827)","(816,491,827)",,,,
240,240,240,IV. Long term asset in progress,,"749,690,000","8,397,852,500",,,,
242,242,242,1. Construction in progress,,"749,690,000","8,397,852,500",,,,
250,242 > 250,250,V. Long-term investments,14,"11,872,943,874,652","11,969,518,299,776",,14.0,,
251,242 > 251,251,1. Investments in subsidiaries,14.1,"10,342,479,990,403","10,168,822,473,403",,141.0,,
252,242 > 252,252,2. Investments in jointly controlled entities,14.2,"1,530,463,884,249","1,800,695,826,373",,142.0,,
260,260,260,VI. Other long-term assets,,"126,816,530,490","242,314,026,417",,,,
261,260 > 261,261,1. Long-term prepaid expenses,11,"70,888,231,681","89,805,051,630",,11.0,,
262,260 > 262,262,2. Deferred tax assets,28.3,"55,928,298,809","152,508,974,787",,283.0,,
270,270,270,TOTAL ASSETS,,"20,075,912,224,665","18,755,168,381,796",,,,
