row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Less than one year,Less than one year,Less than one year,"9,664,571,793","14,150,114,234",,
From one to five years,From one to five years,From one to five years,"1,986,745,515","679,170,399",,
TOTAL,TOTAL,TOTAL,"11,651,317,308","14,829,284,633",,
