row_label_raw,row_label_full,col_0,Vốn cổ phần,Thặng dư vốn cổ phần,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối,VND Tổng cộng,numeric__Vốn cổ phần,numeric__Thặng dư vốn cổ phần,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__VND Tổng cộng
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,,
Số đầu năm,Năm nay > Số đầu năm,Số đầu năm,3.847.774.710.000,2.431.271.455.967,5.940.860.165,1.964.612.327.881,8.249.599.354.013,3847774710000.0,2431271455967.0,5940860165.0,1964612327881.0,8249599354013.0
Lợi nhuận thuần trong năm,Năm nay > Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,837.292.883.330,837.292.883.330,,,,837292883330.0,837292883330.0
Cổ tức bằng tiền công bố (i),Năm nay > Cổ tức bằng tiền công bố (i),Cổ tức bằng tiền công bố (i),-,-,-,(192.003.958.029),(192.003.958.029),,,,-192003958029.0,-192003958029.0
Trích lập quỹ khen thưởng phúc lợi (ii),Năm nay > Trích lập quỹ khen thưởng phúc lợi (ii),Trích lập quỹ khen thưởng phúc lợi (ii),-,-,-,(33.860.000.000),(33.860.000.000),,,,-33860000000.0,-33860000000.0
Số cuối năm,Năm nay > Số cuối năm,Số cuối năm,3.847.774.710.000,2.431.271.455.967,5.940.860.165,2.576.041.253.182,8.861.028.279.314,3847774710000.0,2431271455967.0,5940860165.0,2576041253182.0,8861028279314.0
