row_label_raw,row_label_full,Related parties,Relationship,Transaction,Current year,VND Previous year,numeric__Relationship,numeric__Transaction,numeric__Current year,numeric__VND Previous year
NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,Subsidiary,Profit distributed in accordance with BCC,"653,805,948,982","92,678,034,356",,,,
NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,Subsidiary,Dividend received Management services fee,"5,799,178,083","29,200,000,000",,,,
NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,Subsidiary,Dividend received Management services fee,"3,600,000,000","3,600,000,000",,,,
Trading Floor,Trading Floor,Trading Floor,Subsidiary,Commission fees,"83,473,444,012","98,905,848,802",,,,
Trading Floor,Trading Floor,Trading Floor,Subsidiary,Dividend receivable,"3,468,087,263","47,900,000,000",,,,
Paragon,Paragon,Paragon,Jointly-controlled entity,Advance for capital contribution,"225,000,000,000","80,000,000,000",,,,
Paragon,Paragon,Paragon,Jointly-controlled entity,Project management services revenue (*),-,"28,087,000,000",,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Loan,"40,000,000,000",-,,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Loan repayment,"25,000,000,000",-,,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Apartment purchase receipt,"21,995,358,182",-,,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Interest expense,"957,500,000",-,,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Profit receivable,"250,000,000","700,000,000",,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Capital contribution,-,"40,000,000,000",,,,
Nguyen Son,Nguyen Son,Nguyen Son,Subsidiary,Capital redemption,"75,977,690,000",-,,,,
Nguyen Son,Nguyen Son,Nguyen Son,Subsidiary,Loan prepayment,"36,000,000,000","93,500,000,000",,,,
Nguyen Son,Nguyen Son,Nguyen Son,Subsidiary,Dividend received,"9,353,116,100","18,339,442,800",,,,
Nguyen Son,Nguyen Son,Nguyen Son,Subsidiary,Interest expenses,"2,033,861,113","4,534,700,000",,,,
Nguyen Son,Nguyen Son,Nguyen Son,Subsidiary,Project management services,-,"6,410,179,631",,,,
Nam Long Service,Nam Long Service,Nam Long Service,Subsidiary,Management services expenses,"9,408,277,856","18,856,864,622",,,,
Nam Long Service,Nam Long Service,Nam Long Service,Subsidiary,Dividend receivable,"4,700,000,000","16,000,000,000",,,,
Nam Long Service,Nam Long Service,Nam Long Service,Subsidiary,Rental income,"1,355,900,000","1,680,000,000",,,,
Nam Long Service,Nam Long Service,Nam Long Service,Subsidiary,Purchase apartment receipt,"632,000,000",-,,,,
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Subsidiary,Management services expenses,"116,938,987,000",-,,,,
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Subsidiary,Interest expenses,"2,963,420,349","2,484,583,592",,,,
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Subsidiary,Loan repayment,"1,000,000,000",-,,,,
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Subsidiary,Dividend receivable,"356,340,000","1,544,140,000",,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Loan repayment,"102,000,000,000","151,000,000,000",,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Loans,"95,000,000,000","142,000,000,000",,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Interest expenses,"13,452,000,942","11,266,727,262",,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Capital redemption,"59,997,330,000",-,,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Dividend receivable,"38,604,659,600",-,,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Service revenue,-,"7,110,740,000",,,,
