row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Less than one year,Less than one year,Less than one year,"2,388,470,931","2,910,261,581",,
From one to five years,From one to five years,From one to five years,"8,967,888,017","11,369,596,247",,
Over five,Over five,Over five,"5,946,117,837","5,946,117,837",,
TOTAL,TOTAL,TOTAL,"17,302,476,785","20,225,975,665",,
