row_label_raw,row_label_full,Related parties,Relationship,Transaction,Current year,Previous year,numeric__Relationship,numeric__Transaction,numeric__Current year,numeric__Previous year
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Capital contribution,"200,000,000,000",-,,,,
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Capital redemption,"100,000,000,000",-,,,,
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Loan drawdown,"40,000,000,000",-,,,,
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Rental fee,"8,212,217,103","16,290,962,583",,,,
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Management services fee,"1,489,033,128","2,699,181,683",,,,
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Interest expense,"653,333,333",-,,,,
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Dividend received,-,"20,000,000,000",,,,
Anabuki,Anabuki,Anabuki,Associate,Service fee,"1,340,878,899","2,299,158,808",,,,
Anabuki,Anabuki,Anabuki,Associate,Management services fee,-,"28,774,766,938",,,,
Kikyo Valora,Kikyo Valora,Kikyo Valora,Subsidiary,Interest expenses,"6,100,000,002","6,083,333,336",,,,
Nam Vien,Nam Vien,Nam Vien,Subsidiary,Design service expenses,"327,069,884","2,098,501,238",,,,
Nam Long Bus,Nam Long Bus,Nam Long Bus,Subsidiary,Capital contribution,"2,000,000,000",-,,,,
Nam Long Bus,Nam Long Bus,Nam Long Bus,Subsidiary,Car rental fees,"1,663,918,186","4,267,329,997",,,,
Nam Long Bus,Nam Long Bus,Nam Long Bus,Subsidiary,Loan repayment,"1,400,000,000","7,600,000,000",,,,
Nam Long Bus,Nam Long Bus,Nam Long Bus,Subsidiary,Profit receivable,"900,000,000","7,600,000,000",,,,
Nam Long Bus,Nam Long Bus,Nam Long Bus,Subsidiary,Interest expenses,"71,166,665","298,433,333",,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Dividend received,"10,400,000,000","5,400,000,000",,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Loan repayment,"10,000,000,000",-,,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Interest expenses,"6,146,666,668","3,574,999,999",,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Loans,-,"110,000,000,000",,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Dividend receivable,-,"11,700,000,000",,,,
Nam Long SPV,Nam Long SPV,Nam Long SPV,Subsidiary,Capital contribution,-,"5,000,000,000",,,,
(*) Sales to related parties (Note 24.1),(*) Sales to related parties (Note 24.1),(*) Sales to related parties (Note 24.1),(*) Sales to related parties (Note 24.1),(*) Sales to related parties (Note 24.1),"858,223,594,245","763,820,977,517",,,,
