row_label_raw,row_label_full,Lenders,Ending balanceVND,Due date,Interest rate(% p.a.),numeric__Ending balanceVND,numeric__Due date,numeric__Interest rate(% p.a.)
Nam Khang,Nam Khang,Nam Khang,"105,000,000,000",3 May 2025,7.30,,,730.0
Nam Phat Land,Nam Phat Land,Nam Phat Land,"100,000,000,000",20 June 2025,6.00,,,600.0
Kikyo Valora,Kikyo Valora,Kikyo Valora,"100,000,000,000",1 March 2025,6.00,,,600.0
Nam Long CP,Nam Long CP,Nam Long CP,"40,000,000,000",25 December 2025,6.00,,,600.0
Nam Long Retail,Nam Long Retail,Nam Long Retail,"15,000,000,000",24 October 2025,6.00,,,600.0
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,"34,020,552,171",31 December 2025,6.00,,,600.0
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,"14,000,000,000",19 July 2025,6.00,,,600.0
TOTAL,TOTAL,TOTAL,"408,020,552,171",,,,,
