row_label_raw,row_label_full,Họ và tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Họ và tên,Họ và tên,Họ và tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Xuân Quang,Họ và tên > Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,"Chủ tịch HĐQT(Thành viên Thường trực HĐQT, kiểm Trường Tiểu ban Đầu tư và Thành viên Tiểu ban Nhân sự)",4.678.103.815,5.141.157.112,,4678103815.0,5141157112.0
Ông Trần Thanh Phong,Họ và tên > Ông Trần Thanh Phong,Ông Trần Thanh Phong,"Phó chủ tịch HĐQT(Thành viên Thường trực HĐQT, kiểm Trường Tiểu ban Quan hệ Cổ đông, Thành viên Tiểu ban Đầu tư và Thành viên Tiểu ban Kiểm toán)",3.898.055.883,4.239.791.429,,3898055883.0,4239791429.0
Ông Cao Tấn Thạch,Họ và tên > Ông Cao Tấn Thạch,Ông Cao Tấn Thạch,Thành viên (kiêm Thành viên Tiểu ban Kiểm toán),2.474.661.068,2.709.380.864,,2474661068.0,2709380864.0
Ông Ngian Siew Siong,Họ và tên > Ông Ngian Siew Siong,Ông Ngian Siew Siong,Thành viên độc lập(kiêm Trường Tiểu ban Nhân sự và Thành viên Tiểu ban Đầu tư),1.535.011.980,1.310.835.984,,1535011980.0,1310835984.0
Ông Kenneth Michael Atkinson,Họ và tên > Ông Kenneth Michael Atkinson,Ông Kenneth Michael Atkinson,Thành viên độc lập(kiêm Trường Tiểu ban Kiểm toán),1.374.342.251,1.116.903.755,,1374342251.0,1116903755.0
Ông Chad Ryan Ovel,Họ và tên > Ông Chad Ryan Ovel,Ông Chad Ryan Ovel,Thành viên độc lập(kiêm Thành viên Tiểu ban Nhân sự),1.152.250.480,978.380.735,,1152250480.0,978380735.0
Ông Ziang Tony Ngo,Họ và tên > Ông Ziang Tony Ngo,Ông Ziang Tony Ngo,Thành viên độc lập(kiêm Thành viên Tiểu ban Đầu tư),1.152.250.480,978.380.735,,1152250480.0,978380735.0
Ông Joseph Low Kar Yew,Họ và tên > Ông Joseph Low Kar Yew,Ông Joseph Low Kar Yew,Thành viên(kiêm Thành viên Tiểu ban Kiểm toán),781.258.897,701.334.693,,781258897.0,701334693.0
Ông Nguyễn Đức Thuấn,Họ và tên > Ông Nguyễn Đức Thuấn,Ông Nguyễn Đức Thuấn,Thành viên,587.326.668,507.402.464,,587326668.0,507402464.0
TỔNG CỘNG,Họ và tên > TỔNG CỘNG,TỔNG CỘNG,,17.633.261.522,17.683.567.771,,17633261522.0,17683567771.0
