row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,,,,
Vay và nợ,Tại ngày 31/12/2015 > Vay và nợ,Vay và nợ,146.156.884.083,651.618.449.710,-,797.775.333.793,146156884083.0,651618449710.0,,797775333793.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2015 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",773.832.681.692,16.549.161.000,-,790.381.842.692,773832681692.0,16549161000.0,,790381842692.0
Chi phí phải trả,Tại ngày 31/12/2015 > Chi phí phải trả,Chi phí phải trả,43.801.574.964,-,-,43.801.574.964,43801574964.0,,,43801574964.0
,,,963.791.140.739,668.167.610.710,-,1.631.958.751.449,963791140739.0,668167610710.0,,1631958751449.0
Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,,,,
Vay và nợ,Tại ngày 01/01/2015 > Vay và nợ,Vay và nợ,109.953.121.900,589.680.931.536,-,699.634.053.436,109953121900.0,589680931536.0,,699634053436.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2015 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",81.367.501.889,233.284.384.028,-,314.651.885.917,81367501889.0,233284384028.0,,314651885917.0
Chi phí phải trả,Tại ngày 01/01/2015 > Chi phí phải trả,Chi phí phải trả,16.811.938.078,-,-,16.811.938.078,16811938078.0,,,16811938078.0
,,,208.132.561.867,822.965.315.564,-,1.031.097.877.431,208132561867.0,822965315564.0,,1031097877431.0
