row_label_raw,row_label_full,+ Tập đoàn Công nghiệp Cao su Việt Nam > - Trong đó: Giá trị Quyền sử dụng đất,Số tiềnVND > 281.406.982.799 > 110.409.724.016,numeric__Số tiềnVND > 281.406.982.799 > 110.409.724.016
+ Tổng Công ty Cao su Đồng Nai,+ Tổng Công ty Cao su Đồng Nai,+ Tổng Công ty Cao su Đồng Nai,140.304.982.799,140304982799.0
+ Công ty Cổ phần Xây dựng - Địa Óc Cao su,+ Công ty Cổ phần Xây dựng - Địa Óc Cao su,+ Công ty Cổ phần Xây dựng - Địa Óc Cao su,96.669.024.311,96669024311.0
+ Giá trị chuyển nhượng trước thuế GTGT,+ Giá trị chuyển nhượng trước thuế GTGT,+ Giá trị chuyển nhượng trước thuế GTGT,518.380.989.909,518380989909.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,40.797.126.589,40797126589.0
+ Giá trị chuyển nhượng sau thuế GTGT,+ Giá trị chuyển nhượng sau thuế GTGT,+ Giá trị chuyển nhượng sau thuế GTGT,559.178.116.498,559178116498.0
