row_label_raw,row_label_full,Mã Số,Khoản mục,Số tiền,numeric__Khoản mục,numeric__Số tiền
311,311,311,Vay và nợ ngắn hạn,109.953.121.900,,109953121900.0
312,312,312,Phải trả người bán,71.291.690.729,,71291690729.0
313,313,313,Người mua trả tiền trước,16.097.402.450,,16097402450.0
314,314,314,Thuế và các khoản phải nộp Nhà nước,6.230.071.462,,6230071462.0
315,315,315,Phải trả người lao động,15.424.876.275,,15424876275.0
316,316,316,Chi phí phải trả,16.811.938.078,,16811938078.0
323,323,323,"Quỹ khen thưởng, phúc lợi",139.707.867.143,,139707867143.0
333,333,333,Phải trả dài hạn khác,233.284.384.028,,233284384028.0
334,334,334,Vay và nợ dài hạn,589.680.931.536,,589680931536.0
338,338,338,Doanh thu chưa thực hiện,103.333.332,,103333332.0
411,411,411,Vốn đầu tư của chủ sở hữu,26.166.499.106.975,,26166499106975.0
417,417,417,Quỹ đầu tư phát triển,4.015.950.433.218,,4015950433218.0
418,418,418,Quỹ dự phòng tài chính,28.858.459.394,,28858459394.0
419,419,419,Quỹ khác thuộc vốn chủ sở hữu,121.472.431.462,,121472431462.0
420,420,420,Lợi nhuận sau thuế chưa phân phối,2.575.714.715,,2575714715.0
421,421,421,Nguồn vốn đầu tư xây dựng cơ bản,4.641.659.654.887,,4641659654887.0
422,422,422,Quỹ hỗ trợ xếp doanh nghiệp,980.050.000,,980050000.0
