row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2015,01/01/2015,numeric__Mối quan hệ,numeric__31/12/2015,numeric__01/01/2015
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,,,
- Công Ty CP Xây dựng - Địa ốc Cao Su,Phải thu ngắn hạn khách hàng > - Công Ty CP Xây dựng - Địa ốc Cao Su,- Công Ty CP Xây dựng - Địa ốc Cao Su,Công ty liên kết,466.686.483.879,-,,466686483879.0,
- Công ty CP gỗ MDF VRG Quảng Trị,Phải thu ngắn hạn khách hàng > - Công ty CP gỗ MDF VRG Quảng Trị,- Công ty CP gỗ MDF VRG Quảng Trị,Công ty con,12.886.500,-,,12886500.0,
- Công ty CP Thương mại Dịch vụ và Du lịch Cao su,Phải thu ngắn hạn khách hàng > - Công ty CP Thương mại Dịch vụ và Du lịch Cao su,- Công ty CP Thương mại Dịch vụ và Du lịch Cao su,Công ty con,20.348.437,1.782.927,,20348437.0,1782927.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,
- Trường Cao Đằng Công ngiep Cao su,Trả trước cho người bán ngắn hạn > - Trường Cao Đằng Công ngiep Cao su,- Trường Cao Đằng Công ngiep Cao su,Công ty con,300.000.000,300.000.000,,300000000.0,300000000.0
- Công ty Cổ phần Cao su Việt Lào,Trả trước cho người bán ngắn hạn > - Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,Công ty mẹ,55.645.563.555,-,,55645563555.0,
- Công ty TNHH MTV cao su Hà Tĩnh,Trả trước cho người bán ngắn hạn > - Công ty TNHH MTV cao su Hà Tĩnh,- Công ty TNHH MTV cao su Hà Tĩnh,Công ty liên kết,4.639.781.655,-,,4639781655.0,
Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,,,
- Công ty TNHH Bóng đá Đồng Tháp,Phải thu về ứng vốn kinh doanh > - Công ty TNHH Bóng đá Đồng Tháp,- Công ty TNHH Bóng đá Đồng Tháp,Công ty con,3.440.000.000,3.440.000.000,,3440000000.0,3440000000.0
