row_label_raw,row_label_full,31/12/2015,31/12/2015_1,01/01/2015,01/01/2015_1,numeric__31/12/2015_1,numeric__01/01/2015,numeric__01/01/2015_1
Giá gốcVND,Giá gốcVND,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,
6.963.097.115.680,Giá gốcVND > 6.963.097.115.680,6.963.097.115.680,(187.678.429.723),6.446.420.971.868,(169.839.260.546),-187678429723.0,6446420971868.0,-169839260546.0
180.898.114.866,Giá gốcVND > 180.898.114.866,180.898.114.866,-,180.898.114.866,-,,180898114866.0,
475.701.480.000,Giá gốcVND > 475.701.480.000,475.701.480.000,-,374.964.500.000,-,,374964500000.0,
191.250.000.000,Giá gốcVND > 191.250.000.000,191.250.000.000,-,191.250.000.000,-,,191250000000.0,
88.233.330.000,Giá gốcVND > 88.233.330.000,88.233.330.000,-,88.233.330.000,-,,88233330000.0,
26.880.000.000,Giá gốcVND > 26.880.000.000,26.880.000.000,-,26.880.000.000,-,,26880000000.0,
265.612.000.000,Giá gốcVND > 265.612.000.000,265.612.000.000,-,265.612.000.000,-,,265612000000.0,
209.296.500.000,Giá gốcVND > 209.296.500.000,209.296.500.000,-,209.296.500.000,-,,209296500000.0,
14.164.000.000,Giá gốcVND > 14.164.000.000,14.164.000.000,-,14.164.000.000,-,,14164000000.0,
333.900.000.000,Giá gốcVND > 333.900.000.000,333.900.000.000,(769.238.089),303.600.000.000,-,-769238089.0,303600000000.0,
561.839.412.493,Giá gốcVND > 561.839.412.493,561.839.412.493,-,511.714.372.500,-,,511714372500.0,
180.000.000.000,Giá gốcVND > 180.000.000.000,180.000.000.000,-,180.000.000.000,-,,180000000000.0,
240.000.000.000,Giá gốcVND > 240.000.000.000,240.000.000.000,-,240.000.000.000,-,,240000000000.0,
16.200.000.000,Giá gốcVND > 16.200.000.000,16.200.000.000,-,16.200.000.000,-,,16200000000.0,
229.425.666.381,Giá gốcVND > 229.425.666.381,229.425.666.381,-,211.907.666.381,-,,211907666381.0,
582.276.689.300,Giá gốcVND > 582.276.689.300,582.276.689.300,(17.297.966.621),553.106.689.300,-,-17297966621.0,553106689300.0,
592.043.582.000,Giá gốcVND > 592.043.582.000,592.043.582.000,-,572.476.758.181,-,,572476758181.0,
395.129.862.640,Giá gốcVND > 395.129.862.640,395.129.862.640,-,353.639.062.640,-,,353639062640.0,
541.584.060.000,Giá gốcVND > 541.584.060.000,541.584.060.000,-,541.584.060.000,-,,541584060000.0,
510.380.712.000,Giá gốcVND > 510.380.712.000,510.380.712.000,-,459.929.412.000,-,,459929412000.0,
297.463.746.000,Giá gốcVND > 297.463.746.000,297.463.746.000,-,273.412.546.000,-,,273412546000.0,
133.056.000.000,Giá gốcVND > 133.056.000.000,133.056.000.000,-,95.040.000.000,-,,95040000000.0,
205.822.960.000,Giá gốcVND > 205.822.960.000,205.822.960.000,(169.611.225.013),205.822.960.000,(169.839.260.546),-169611225013.0,205822960000.0,-169839260546.0
241.116.000.000,Giá gốcVND > 241.116.000.000,241.116.000.000,-,241.116.000.000,-,,241116000000.0,
445.573.000.000,Giá gốcVND > 445.573.000.000,445.573.000.000,-,335.573.000.000,-,,335573000000.0,
5.250.000.000,5.250.000.000,5.250.000.000,-,-,-,,,
