row_label_raw,row_label_full,Ông Võ Sỹ Lục,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Trần Ngọc Thuận,Ông Trần Ngọc Thuận,Ông Trần Ngọc Thuận,Thành viên,,,
Ông Trần Đức Thuận,Ông Trần Đức Thuận,Ông Trần Đức Thuận,Thành viên,,,
Ông Trần Thoại,Ông Trần Thoại,Ông Trần Thoại,Thành viên,(Miễn nhiệm ngày 05/02/2016),,
