row_label_raw,row_label_full,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
- Công ty Cổ phần VRG - Bảo Lộc,- Công ty Cổ phần VRG - Bảo Lộc,- Công ty Cổ phần VRG - Bảo Lộc,Tình Lâm Đồng,"68,51%","69,52%",Thủy điện,,0.6851,0.6951999999999999,
- Công ty Cổ phần gỗ MDF Genuco Quảng Trị,- Công ty Cổ phần gỗ MDF Genuco Quảng Trị,- Công ty Cổ phần gỗ MDF Genuco Quảng Trị,Tình Quảng Trị,"66,57%","81,46%",Chế biến gỗ,,0.6657,0.8146,
- Công ty Cổ phần Thủy điện Genuco Sông Côn,- Công ty Cổ phần Thủy điện Genuco Sông Côn,- Công ty Cổ phần Thủy điện Genuco Sông Côn,Tình Quản Nam,"51,00%","51,01%",Thủy điện,,0.51,0.5101,
- Công ty Cổ phần Công nghiệp và XNK Cao su,- Công ty Cổ phần Công nghiệp và XNK Cao su,- Công ty Cổ phần Công nghiệp và XNK Cao su,Thành phố Hồ Chí Minh,"69,12%","69,12%","Kinh doanh Thương mại, XNK",,0.6912,0.6912,
- Công ty Cổ phần Khu công nghiệp Hồ Nai,- Công ty Cổ phần Khu công nghiệp Hồ Nai,- Công ty Cổ phần Khu công nghiệp Hồ Nai,Tình Đồng Nai,"51,00%","53,76%",Hạ tầng khu công nghiệp,,0.51,0.5376,
- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,Tình Phú Yên,"86,21%","84,18%",Thủy điện,,0.8621,0.8418000000000001,
- Công ty Cổ phần VRG - ĐắkNông,- Công ty Cổ phần VRG - ĐắkNông,- Công ty Cổ phần VRG - ĐắkNông,Tình Đắk Nông,"70,30%","70,30%",Thủy điện,,0.703,0.703,
- Công ty Cổ phần Thế thao Ngôi Sao Geru,- Công ty Cổ phần Thế thao Ngôi Sao Geru,- Công ty Cổ phần Thế thao Ngôi Sao Geru,Thành phố Hồ Chí Minh,"64,38%","64,38%",SXKD dụng cụ Thể thao,,0.6437999999999999,0.6437999999999999,
- Công ty Cổ phần Cao su Sa Thầy,- Công ty Cổ phần Cao su Sa Thầy,- Công ty Cổ phần Cao su Sa Thầy,Tình Kon Tum,"60,00%","60,00%",Trồng và khai thác cao su,,0.6,0.6,
- Công ty Cổ phần Cao su Sơn La,- Công ty Cổ phần Cao su Sơn La,- Công ty Cổ phần Cao su Sơn La,Tình Sơn La,"61,70%","68,24%",Trồng và khai thác cao su,,0.617,0.6823999999999999,
- Công ty Cổ phần Cao su Tây Ninh,- Công ty Cổ phần Cao su Tây Ninh,- Công ty Cổ phần Cao su Tây Ninh,Tình Tây Ninh,"60,00%","60,00%",Trồng và khai thác cao su,,0.6,0.6,
- Công ty Cổ phần Cao su Đồng Phú,- Công ty Cổ phần Cao su Đồng Phú,- Công ty Cổ phần Cao su Đồng Phú,Tình Bình Phước,"55,81%","55,81%",Trồng và khai thác cao su,,0.5581,0.5581,
- Công ty Cổ phần Cơ khí Cao Su,- Công ty Cổ phần Cơ khí Cao Su,- Công ty Cổ phần Cơ khí Cao Su,Thành phố Hồ Chí Minh,"60,00%","60,00%",Cơ khí cao su,,0.6,0.6,
- Công ty Cổ phần Cao su Hà Giang,- Công ty Cổ phần Cao su Hà Giang,- Công ty Cổ phần Cao su Hà Giang,Tình Hà Giang,"80,00%","80,89%",Trồng và khai thác cao su,,0.8,0.8089,
- Công ty Cổ phần Quasa Genuco,- Công ty Cổ phần Quasa Genuco,- Công ty Cổ phần Quasa Genuco,Tình Quảng Trị,"73,17%","74,33%",Trồng và khai thác cao su,,0.7317,0.7433,
- Công ty Cổ phần Cao Su Lai Châu,- Công ty Cổ phần Cao Su Lai Châu,- Công ty Cổ phần Cao Su Lai Châu,Tình Lai Châu,"77,90%","78,53%",Trồng và khai thác cao su,,0.779,0.7853,
- Công ty Cổ phần Cao Su Điện Biên,- Công ty Cổ phần Cao Su Điện Biên,- Công ty Cổ phần Cao Su Điện Biên,Tình Điện Biên,"60,00%","60,00%",Trồng và khai thác cao su,,0.6,0.6,
- Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,Tình Bình Dương,"66,62%","66,62%",Trồng và khai thác cao su,,0.6662,0.6662,
- Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,Tình Lai Châu,"86,91%","84,97%",Trồng và khai thác cao su,,0.8691,0.8497,
