row_label_raw,row_label_full,col_0,31/12/2015 > Giá trịVND,31/12/2015 > Dự phòngVND,01/01/2015 > Giá trịVND,01/01/2015 > Dự phòngVND,numeric__31/12/2015 > Giá trịVND,numeric__31/12/2015 > Dự phòngVND,numeric__01/01/2015 > Giá trịVND,numeric__01/01/2015 > Dự phòngVND
b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,,,,
Phải thu Cổ phần ưu đãi trả chậm,b) Dải hạn > Phải thu Cổ phần ưu đãi trả chậm,Phải thu Cổ phần ưu đãi trả chậm,84.200.000,-,191.199.940,-,84200000.0,,191199940.0,
Phải thu Công ty CP Thủy điện Sông Côn tiền vay dài hạn từ nguồn BNP,b) Dải hạn > Phải thu Công ty CP Thủy điện Sông Côn tiền vay dài hạn từ nguồn BNP,Phải thu Công ty CP Thủy điện Sông Côn tiền vay dài hạn từ nguồn BNP,-,-,274.554.772.467,-,,,274554772467.0,
Phải thu về Tạm ứng vốn điều lệ,b) Dải hạn > Phải thu về Tạm ứng vốn điều lệ,Phải thu về Tạm ứng vốn điều lệ,-,-,4.669.130.817.832,-,,,4669130817832.0,
Phải thu Quỹ đầu tư phát triển tại các đơn vị TNHH MTV,b) Dải hạn > Phải thu Quỹ đầu tư phát triển tại các đơn vị TNHH MTV,Phải thu Quỹ đầu tư phát triển tại các đơn vị TNHH MTV,-,-,3.046.326.817.130,-,,,3046326817130.0,
Vốn nhận từ địa phương,b) Dải hạn > Vốn nhận từ địa phương,Vốn nhận từ địa phương,-,-,290.900.000,-,,,290900000.0,
Phải thu dài hạn khác,b) Dải hạn > Phải thu dài hạn khác,Phải thu dài hạn khác,6.331.610.529,-,5.000.000.000,-,6331610529.0,,5000000000.0,
- Công ty TNHH MTV cao su Quảng Ngãi,b) Dải hạn > - Công ty TNHH MTV cao su Quảng Ngãi,- Công ty TNHH MTV cao su Quảng Ngãi,2.000.000.000,-,2.000.000.000,-,2000000000.0,,2000000000.0,
- Trung tâm y tế Cao Su,b) Dải hạn > - Trung tâm y tế Cao Su,- Trung tâm y tế Cao Su,1.331.610.529,-,-,-,1331610529.0,,,
- Công ty TNHH MTV cao su Hà Tĩnh,b) Dải hạn > - Công ty TNHH MTV cao su Hà Tĩnh,- Công ty TNHH MTV cao su Hà Tĩnh,3.000.000.000,-,3.000.000.000,-,3000000000.0,,3000000000.0,
,,,6.415.810.529,-,7.995.494.507.369,-,6415810529.0,,7995494507369.0,
