row_label_raw,row_label_full,- Công ty Tài chính TNHH Một thành viên Cao su VN,Công ty con,85.106.064,109.414.866,numeric__Công ty con,numeric__85.106.064,numeric__109.414.866
- Công ty TNHH Một thành viên Cao su Bình Thuận,- Công ty TNHH Một thành viên Cao su Bình Thuận,- Công ty TNHH Một thành viên Cao su Bình Thuận,Công ty con,2.429.157.111,2.950.966.343,,2429157111.0,2950966343.0
- Công ty TNHH Một thành viên Cao su Chư Pãh,- Công ty TNHH Một thành viên Cao su Chư Pãh,- Công ty TNHH Một thành viên Cao su Chư Pãh,Công ty con,5.819.171.497,7.519.385.298,,5819171497.0,7519385298.0
- Công ty TNHH Một thành viên Cao su Chư Prông,- Công ty TNHH Một thành viên Cao su Chư Prông,- Công ty TNHH Một thành viên Cao su Chư Prông,Công ty con,2.113.714.112,2.731.407.763,,2113714112.0,2731407763.0
- Công ty TNHH Một thành viên Cao su Chư Sê,- Công ty TNHH Một thành viên Cao su Chư Sê,- Công ty TNHH Một thành viên Cao su Chư Sê,Công ty con,2.003.862.043,2.588.809.978,,2003862043.0,2588809978.0
- Công ty TNHH Một thành viên Cao su Eah Leo,- Công ty TNHH Một thành viên Cao su Eah Leo,- Công ty TNHH Một thành viên Cao su Eah Leo,Công ty con,1.268.284.367,1.642.652.437,,1268284367.0,1642652437.0
- Công ty TNHH Một thành viên Cao su Hà Tĩnh,- Công ty TNHH Một thành viên Cao su Hà Tĩnh,- Công ty TNHH Một thành viên Cao su Hà Tĩnh,Công ty con,1.547.781.611,1.871.838.120,,1547781611.0,1871838120.0
- Công ty TNHH Một thành viên Cao su KonTum,- Công ty TNHH Một thành viên Cao su KonTum,- Công ty TNHH Một thành viên Cao su KonTum,Công ty con,9.254.051.509,11.978.213.734,,9254051509.0,11978213734.0
- Công ty TNHH Một thành viên Cao su Krông Buk,- Công ty TNHH Một thành viên Cao su Krông Buk,- Công ty TNHH Một thành viên Cao su Krông Buk,Công ty con,882.304.688,1.139.598.847,,882304688.0,1139598847.0
- Công ty TNHH Một thành viên Cao su Mang Yang,- Công ty TNHH Một thành viên Cao su Mang Yang,- Công ty TNHH Một thành viên Cao su Mang Yang,Công ty con,4.767.588.756,6.170.687.412,,4767588756.0,6170687412.0
- Công ty TNHH Một thành viên Cao su Quảng Nam,- Công ty TNHH Một thành viên Cao su Quảng Nam,- Công ty TNHH Một thành viên Cao su Quảng Nam,Công ty con,2.102.764.591,2.558.629.551,,2102764591.0,2558629551.0
- Công ty TNHH MTV cao su Thanh Hóa,- Công ty TNHH MTV cao su Thanh Hóa,- Công ty TNHH MTV cao su Thanh Hóa,Công ty con,875.546.238,-,,875546238.0,
- Công ty TNHH Một thành viên Cao su Quảng Ngãi,- Công ty TNHH Một thành viên Cao su Quảng Ngãi,- Công ty TNHH Một thành viên Cao su Quảng Ngãi,Công ty con,770.346.324,2.000.822.153,,770346324.0,2000822153.0
