row_label_raw,row_label_full,Mã Sô,Khoản mục,Số tiền,Thay đổi,numeric__Khoản mục,numeric__Số tiền,numeric__Thay đổi
,,,b) Báo cáo Kết quả hoạt động kinh doanh,,,,,
25,25,25,8. Chi phí bán hàng,7.995.894.488,-,,7995894488.0,
26,26,26,9. Chi phí quản lý doanh nghiệp,140.571.264.187,-,,140571264187.0,
,,,c) Báo cáo Lưu chuyển tiền tệ,,,,,
34,34,34,4. Tiền trả nợ gốc vay,(109.046.084.869),-,,-109046084869.0,
