row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
,,,VND,VND,,
Lợi nhuận năm trước còn lại chưa phân phối,Lợi nhuận năm trước còn lại chưa phân phối,Lợi nhuận năm trước còn lại chưa phân phối,2.575.714.715,3.823.883.615,2575714715.0,3823883615.0
Lợi nhuận từ hoạt động kinh doanh trong năm,Lợi nhuận từ hoạt động kinh doanh trong năm,Lợi nhuận từ hoạt động kinh doanh trong năm,87.841.298.482,727.051.893.236,87841298482.0,727051893236.0
Chia lợi nhuận cho bên hợp tác kinh doanh dự án 381 Bến Chương Dương,Chia lợi nhuận cho bên hợp tác kinh doanh dự án 381 Bến Chương Dương,Chia lợi nhuận cho bên hợp tác kinh doanh dự án 381 Bến Chương Dương,(15.907.849.113),-,-15907849113.0,
Lợi nhuận giảm bàn giao khách sạn Majestic theo Công văn,Lợi nhuận giảm bàn giao khách sạn Majestic theo Công văn,Lợi nhuận giảm bàn giao khách sạn Majestic theo Công văn,-,(323.000.000.000),,-323000000000.0
793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính,793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính,793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính,,,,
Lợi nhuận thực hiện phân phối năm nay,793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính > Lợi nhuận thực hiện phân phối năm nay,Lợi nhuận thực hiện phân phối năm nay,74.509.164.084,407.875.776.851,74509164084.0,407875776851.0
Trích quỹ đầu tư và phát triển,793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính > Trích quỹ đầu tư và phát triển,Trích quỹ đầu tư và phát triển,(22.050.198.881),(121.590.018.641),-22050198881.0,-121590018641.0
"Trích quỹ khen thưởng, phúc lợi","793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính > Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",(3.764.653.200),(11.242.970.750),-3764653200.0,-11242970750.0
Trích quỹ thưởng viên chức quản lý doanh nghiệp,793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính > Trích quỹ thưởng viên chức quản lý doanh nghiệp,Trích quỹ thưởng viên chức quản lý doanh nghiệp,-,(684.370.375),,-684370375.0
Lợi nhuận nộp vào Ngân sách Nhà nước,793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính > Lợi nhuận nộp vào Ngân sách Nhà nước,Lợi nhuận nộp vào Ngân sách Nhà nước,(47.685.810.857),(271.782.702.370),-47685810857.0,-271782702370.0
Lợi nhuận còn lại chưa phân phối,793/BTC-TCDN ngày 29/10/2014 của Bộ Tài chính > Lợi nhuận còn lại chưa phân phối,Lợi nhuận còn lại chưa phân phối,1.008.501.146,2.575.714.715,1008501146.0,2575714715.0
