row_label_raw,row_label_full,31/12/2015,31/12/2015_1,01/01/2015,01/01/2015_1,numeric__31/12/2015_1,numeric__01/01/2015,numeric__01/01/2015_1
Giá gốcVND,Giá gốcVND,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,
4.570.811.775.267,Giá gốcVND > 4.570.811.775.267,4.570.811.775.267,(194.668.903.403),4.325.396.822.092,(89.560.779.217),-194668903403.0,4325396822092.0,-89560779217.0
9.800.000.000,Giá gốcVND > 9.800.000.000,9.800.000.000,(1.114.229.739),9.800.000.000,-,-1114229739.0,9800000000.0,
10.231.200.000,Giá gốcVND > 10.231.200.000,10.231.200.000,-,10.231.200.000,-,,10231200000.0,
25.200.000.000,Giá gốcVND > 25.200.000.000,25.200.000.000,-,25.200.000.000,-,,25200000000.0,
32.670.000.000,Giá gốcVND > 32.670.000.000,32.670.000.000,-,32.670.000.000,-,,32670000000.0,
160.115.000.000,Giá gốcVND > 160.115.000.000,160.115.000.000,-,160.115.000.000,-,,160115000000.0,
63.874.903.724,Giá gốcVND > 63.874.903.724,63.874.903.724,-,63.874.903.724,-,,63874903724.0,
15.282.150.000,Giá gốcVND > 15.282.150.000,15.282.150.000,-,15.282.150.000,-,,15282150000.0,
560.698.863.400,Giá gốcVND > 560.698.863.400,560.698.863.400,-,518.336.863.400,-,,518336863400.0,
22.000.000.000,Giá gốcVND > 22.000.000.000,22.000.000.000,-,22.000.000.000,-,,22000000000.0,
177.000.000.000,Giá gốcVND > 177.000.000.000,177.000.000.000,-,177.000.000.000,-,,177000000000.0,
224.361.600.000,Giá gốcVND > 224.361.600.000,224.361.600.000,-,213.000.000.000,-,,213000000000.0,
490.000.000.000,Giá gốcVND > 490.000.000.000,490.000.000.000,-,490.000.000.000,-,,490000000000.0,
242.123.200.000,Giá gốcVND > 242.123.200.000,242.123.200.000,-,232.123.200.000,-,,232123200000.0,
756.858.824.695,Giá gốcVND > 756.858.824.695,756.858.824.695,-,692.269.506.520,-,,692269506520.0,
728.769.043.224,Giá gốcVND > 728.769.043.224,728.769.043.224,-,640.702.043.224,-,,640702043224.0,
246.580.200.000,Giá gốcVND > 246.580.200.000,246.580.200.000,-,226.692.200.000,-,,226692200000.0,
196.000.000.000,Giá gốcVND > 196.000.000.000,196.000.000.000,(3.747.971.299),169.800.965.000,-,-3747971299.0,169800965000.0,
184.000.000.000,Giá gốcVND > 184.000.000.000,184.000.000.000,(184.000.000.000),184.000.000.000,(81.208.478.476),-184000000000.0,184000000000.0,-81208478476.0
84.945.531.000,Giá gốcVND > 84.945.531.000,84.945.531.000,-,84.945.531.000,-,,84945531000.0,
153.000.000.000,Giá gốcVND > 153.000.000.000,153.000.000.000,-,153.000.000.000,-,,153000000000.0,
148.801.259.224,Giá gốcVND > 148.801.259.224,148.801.259.224,-,141.013.259.224,-,,141013259224.0,
38.500.000.000,Giá gốcVND > 38.500.000.000,38.500.000.000,(5.806.702.365),38.500.000.000,(8.352.300.741),-5806702365.0,38500000000.0,-8352300741.0
-,Giá gốcVND > -,-,-,24.840.000.000,-,,24840000000.0,
