row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21,897.862.325.468,355.810.432.745,,21.0,897862325468.0,355810432745.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,897.862.325.468,355.810.432.745,,,897862325468.0,355810432745.0
11,02 > 11,11,4. Giá vốn hàng bán,22,763.901.680.055,264.963.116.874,,22.0,763901680055.0,264963116874.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,133.960.645.413,90.847.315.871,,,133960645413.0,90847315871.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,23,1.201.911.797.921,845.500.186.583,,23.0,1201911797921.0,845500186583.0
22,02 > 22,22,7. Chi phí tài chính,24,959.509.787.407,17.765.651.544,,24.0,959509787407.0,17765651544.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,31.103.217.789,41.045.243.209,,,31103217789.0,41045243209.0
25,02 > 25,25,8. Chi phí bán hàng,25,6.255.639.003,7.995.894.488,,25.0,6255639003.0,7995894488.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,26,235.454.265.115,140.571.264.187,,26.0,235454265115.0,140571264187.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,134.652.751.809,770.014.692.235,,,134652751809.0,770014692235.0
31,02 > 31,31,11. Thu nhập khác.,27,5.507.515.789,4.981.578.275,,27.0,5507515789.0,4981578275.0
32,02 > 32,32,12. Chi phí khác,,607.993.500,-,,,607993500.0,
40,02 > 40,40,13. Lợi nhuận khác,,4.899.522.289,4.981.578.275,,,4899522289.0,4981578275.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,139.552.274.098,774.996.270.510,,,139552274098.0,774996270510.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,28,51.710.975.616,47.944.377.274,,28.0,51710975616.0,47944377274.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,87.841.298.482,727.051.893.236,,,87841298482.0,727051893236.0
