row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,02 - 03,
Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,04 - 05,
Báo cáo tài chính riêng đã được kiểm toán,Báo cáo tài chính riêng đã được kiểm toán,Báo cáo tài chính riêng đã được kiểm toán,06 - 60,
Bàng cân đối kế toán,Bàng cân đối kế toán,Bàng cân đối kế toán,06 - 07,
Báo cáo kết quả hoạt động kinh doanh,Bàng cân đối kế toán > Báo cáo kết quả hoạt động kinh doanh,Báo cáo kết quả hoạt động kinh doanh,08,8.0
Báo cáo lưu chuyển tiền tệ,Bàng cân đối kế toán > Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,09,9.0
Thuyết minh Báo cáo tài chính riêng,Thuyết minh Báo cáo tài chính riêng,Thuyết minh Báo cáo tài chính riêng,10 - 60,
