row_label_raw,row_label_full,col_0,col_1,Năm 2015VND,Năm 2014VND,numeric__col_1,numeric__Năm 2015VND,numeric__Năm 2014VND
Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,,,
- Công ty Cổ phần Cao su Tây Ninh,Mua hàng hóa > - Công ty Cổ phần Cao su Tây Ninh,- Công ty Cổ phần Cao su Tây Ninh,Công ty con,21.889.732.160,6.696.785.340,,21889732160.0,6696785340.0
- Công ty TNHH MTV cao su Bà Rịa,Mua hàng hóa > - Công ty TNHH MTV cao su Bà Rịa,- Công ty TNHH MTV cao su Bà Rịa,Công ty con,3.836.448.000,-,,3836448000.0,
- Công ty CP cao su Sa Thầy,Mua hàng hóa > - Công ty CP cao su Sa Thầy,- Công ty CP cao su Sa Thầy,Công ty con,2.880.000.000,-,,2880000000.0,
- Công ty Cổ phần Cao su Đồng Phú,Mua hàng hóa > - Công ty Cổ phần Cao su Đồng Phú,- Công ty Cổ phần Cao su Đồng Phú,Công ty liên kết,16.685.580.824,15.412.498.941,,16685580824.0,15412498941.0
- Công ty Cổ phần Cao su Phước Hòa,Mua hàng hóa > - Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,Công ty con,-,24.050.168.755,,,24050168755.0
- Công ty Cổ phần Cao su Việt Lào,Mua hàng hóa > - Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,Công ty con,41.930.224.902,53.887.144.855,,41930224902.0,53887144855.0
- Công ty TNHH Một thành viên Cao su Bình Long,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su Bình Long,- Công ty TNHH Một thành viên Cao su Bình Long,Công ty con,11.110.350.343,12.176.788.720,,11110350343.0,12176788720.0
- Công ty TNHH Một thành viên Cao su Bình Thuận,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su Bình Thuận,- Công ty TNHH Một thành viên Cao su Bình Thuận,Công ty con,20.800.433.620,20.748.732.200,,20800433620.0,20748732200.0
- Công ty TNHH Một thành viên Cao su Chư Pãh,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su Chư Pãh,- Công ty TNHH Một thành viên Cao su Chư Pãh,Công ty con,22.656.197.310,41.897.690.000,,22656197310.0,41897690000.0
- Công ty TNHH Một thành viên Cao su Chư Prông,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su Chư Prông,- Công ty TNHH Một thành viên Cao su Chư Prông,Công ty con,33.110.944.373,8.204.640.000,,33110944373.0,8204640000.0
- Công ty TNHH Một thành viên Cao su Chư Sê,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su Chư Sê,- Công ty TNHH Một thành viên Cao su Chư Sê,Công ty con,-,11.328.000.000,,,11328000000.0
- Công ty TNHH Một thành viên Cao su Eah Leo,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su Eah Leo,- Công ty TNHH Một thành viên Cao su Eah Leo,Công ty con,23.180.000.000,15.616.500.000,,23180000000.0,15616500000.0
- Công ty TNHH Một thành viên Cao su Hà Tĩnh,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su Hà Tĩnh,- Công ty TNHH Một thành viên Cao su Hà Tĩnh,Công ty con,9.807.693.661,33.430.020.365,,9807693661.0,33430020365.0
- Công ty TNHH Một thành viên Cao su KonTum,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su KonTum,- Công ty TNHH Một thành viên Cao su KonTum,Công ty con,5.600.000.000,24.246.080.700,,5600000000.0,24246080700.0
- Công ty TNHH Một thành viên Cao su Lộc Ninh,Mua hàng hóa > - Công ty TNHH Một thành viên Cao su Lộc Ninh,- Công ty TNHH Một thành viên Cao su Lộc Ninh,Công ty con,16.316.526.581,16.691.201.736,,16316526581.0,16691201736.0
- Công ty TNHH Một thành viên - TCT Cao su Đồng Nai,Mua hàng hóa > - Công ty TNHH Một thành viên - TCT Cao su Đồng Nai,- Công ty TNHH Một thành viên - TCT Cao su Đồng Nai,Công ty con,42.433.151.659,20.471.125.753,,42433151659.0,20471125753.0
Mua tài sản,Mua tài sản,Mua tài sản,Mua tài sản,Mua tài sản,Mua tài sản,,,
- Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao su,Mua tài sản > - Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao su,- Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao su,Công ty con,-,606.880.087.145,,,606880087145.0
Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,Góp vốn điều lệ vào Công ty Cổ phần,,,
- Công ty Cổ phần Cao su Điện Biên,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty Cổ phần Cao su Điện Biên,- Công ty Cổ phần Cao su Điện Biên,Công ty con,41.490.800.000,49.318.500.000,,41490800000.0,49318500000.0
- Công ty Cổ phần Cao su Hà Giang,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty Cổ phần Cao su Hà Giang,- Công ty Cổ phần Cao su Hà Giang,Công ty con,17.518.000.000,39.253.000.000,,17518000000.0,39253000000.0
- Công ty Cổ phần Cao su Lai Châu,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty Cổ phần Cao su Lai Châu,- Công ty Cổ phần Cao su Lai Châu,Công ty con,19.566.823.819,77.689.540.500,,19566823819.0,77689540500.0
- Công ty Cổ phần Cao su Lai Châu II,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,Công ty con,50.451.300.000,69.000.000.000,,50451300000.0,69000000000.0
- Công ty Cổ phần Cao su Sa Thầy,Góp vốn điều lệ vào Công ty Cổ phần > - Công ty Cổ phần Cao su Sa Thầy,- Công ty Cổ phần Cao su Sa Thầy,Công ty con,30.300.000.000,73.382.000.000,,30300000000.0,73382000000.0
