row_label_raw,row_label_full,Mã Số,Khoản mục,Số tiền,Thay đổi,numeric__Khoản mục,numeric__Số tiền,numeric__Thay đổi
,,,a) Bảng Cần đối kế toán,a) Bảng Cần đối kế toán,a) Bảng Cần đối kế toán,,,
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,911.500.000.000,(137.324.897.483),,911500000000.0,-137324897483.0
135,135,135,Phải thu về cho vay ngắn hạn,137.324.897.483,137.324.897.483,,137324897483.0,137324897483.0
131,131,131,Phải thu ngắn hạn của khách hàng,1.099.763.572,-,,1099763572.0,
132,132,132,Trả trước cho người bán ngắn hạn,77.218.240.443,-,,77218240443.0,
133,133,133,Phải thu nội bộ ngắn hạn,-,(813.930.814.559),,,-813930814559.0
316,316,316,Phải trả nội bộ ngắn hạn,-,(374.313.720),,,-374313720.0
136,136,136,Phải thu ngắn hạn khác,1.114.795.044.990,817.795.421.558,,1114795044990.0,817795421558.0
155,155,155,Tài sản ngắn hạn khác,-,(3.864.606.999),,,-3864606999.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi (*),(17.648.064.558),-,,-17648064558.0,
153,153,153,Thuế và các khoản khác phải thu Nhà nước,1.229.067.946,-,,1229067946.0,
242,242,242,Chi phí xây dựng cơ bản dở dang,183.943.512.037,-,,183943512037.0,
213,213,213,Vốn kinh doanh ở đơn vị trực thuộc,-,(7.809.288.975.879),,,-7809288975879.0
214,214,214,Phải thu nội bộ dài hạn,-,(3.000.000.000),,,-3000000000.0
216,216,216,Phải thu dài hạn khác,7.995.494.507.369,7.718.748.534.962,,7995494507369.0,7718748534962.0
251,251,251,Đầu tư vào công ty con,18.976.329.794.490,93.540.440.917,,18976329794490.0,93540440917.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,609.719.402.224,(1.309.929.382.132),,609719402224.0,-1309929382132.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,256.000.000.000,256.000.000.000,,256000000000.0,256000000000.0
215,215,215,Phải thu về cho vay dài hạn,1.053.929.382.132,1.053.929.382.132,,1053929382132.0,1053929382132.0
254,254,254,Dự phòng giảm giá đầu tư tài chính dài hạn,(1.349.329.859.177),-,,-1349329859177.0,
