row_label_raw,row_label_full,Mã số,NGUỒN VỐN,NGUỒN VỐN_1,Thuyết minh,31/12/2015VND,01/01/2015VND,numeric__NGUỒN VỐN,numeric__NGUỒN VỐN_1,numeric__Thuyết minh,numeric__31/12/2015VND,numeric__01/01/2015VND
300,300,300,C.,NỘ PHẢI TRẢ,,1.780.546.309.227,1.208.661.428.093,,,,1780546309227.0,1208661428093.0
310,310,310,I.,Nợ ngắn hạn,,1.112.378.698.517,385.696.112.529,,,,1112378698517.0,385696112529.0
311,311,311,1.,Phải trả người bán ngắn hạn,16,40.090.150.696,71.291.690.729,1.0,,16.0,40090150696.0,71291690729.0
312,312,312,2.,Người mua trả tiền trước ngắn hạn,,30.183.972.293,16.097.402.450,2.0,,,30183972293.0,16097402450.0
313,313,313,3.,Thuế và các khoản phải nộp Nhà nước,14,976.846.693,6.230.071.462,3.0,,14.0,976846693.0,6230071462.0
314,314,314,4.,Phải trả người lao động,,14.796.416.841,15.424.876.275,4.0,,,14796416841.0,15424876275.0
315,315,315,5.,Chi phí phải trả ngắn hạn,17,43.801.574.964,16.811.938.078,5.0,,17.0,43801574964.0,16811938078.0
318,318,318,6.,Doanh thu chưa thực hiện ngắn hạn,,129.659.091,103.333.332,6.0,,,129659091.0,103333332.0
319,319,319,7.,Phải trả ngắn hạn khác,18,733.742.530.996,10.075.811.160,7.0,,18.0,733742530996.0,10075811160.0
320,320,320,8.,Vay và nợ thuê tài chính ngắn hạn,15,146.156.884.083,109.953.121.900,8.0,,15.0,146156884083.0,109953121900.0
322,322,322,9.,Quỹ khen thưởng phúc lợi,,102.500.662.860,139.707.867.143,9.0,,,102500662860.0,139707867143.0
330,330,330,II.,Nợ dài hạn,,668.167.610.710,822.965.315.564,,,,668167610710.0,822965315564.0
337,337,337,I.,Phải trả dài hạn khác,18,16.549.161.000,233.284.384.028,,,18.0,16549161000.0,233284384028.0
338,338,338,2.,Vay và nợ thuê tài chính dài hạn,15,651.618.449.710,589.680.931.536,2.0,,15.0,651618449710.0,589680931536.0
400,400,400,D.,VỐN CHỦ SỞ HỮU,,35.082.195.529.758,34.977.995.850.651,,,,35082195529758.0,34977995850651.0
410,410,410,I.,Vốn chủ sở hữu,19,35.082.195.529.758,34.977.995.850.651,,,19.0,35082195529758.0,34977995850651.0
411,411,411,I.,Vốn góp của chủ sở hữu,,26.166.499.106.975,26.166.499.106.975,,,,26166499106975.0,26166499106975.0
418,418,418,2.,Quỹ đầu tư phát triển,,4.112.545.091.005,4.015.950.433.218,2.0,,,4112545091005.0,4015950433218.0
419,419,419,3.,Quỹ hỗ trợ xắp xếp doanh nghiệp,,983.512.774,980.050.000,3.0,,,983512774.0,980050000.0
420,420,420,4.,Quỹ khác thuộc vốn chủ sở hữu,,152.379.086.489,150.330.890.856,4.0,,,152379086489.0,150330890856.0
421,421,421,5.,Lợi nhuận sau thuế chưa phân phối,,1.008.501.146,2.575.714.715,5.0,,,1008501146.0,2575714715.0
421b,421b,421b,,LNST chưa phân phối kỳ này,,1.008.501.146,2.575.714.715,,,,1008501146.0,2575714715.0
422,422,422,6.,Nguồn vốn đầu tư xây dựng cơ bản,,4.648.780.231.369,4.641.659.654.887,6.0,,,4648780231369.0,4641659654887.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,,36.862.741.838.985,36.186.657.278.744,,,,36862741838985.0,36186657278744.0
