row_label_raw,row_label_full,col_0,Giá trịVND,numeric__Giá trịVND
- Lãi cho vay chưa thu được,- Lãi cho vay chưa thu được,- Lãi cho vay chưa thu được,1.250.761.760.576,1250761760576.0
- Lãi nhận repo cổ phiếu chưa thu được,- Lãi nhận repo cổ phiếu chưa thu được,- Lãi nhận repo cổ phiếu chưa thu được,8.875.288.603,8875288603.0
- Lãi tiền gửi có kỳ hạn ALCII,- Lãi tiền gửi có kỳ hạn ALCII,- Lãi tiền gửi có kỳ hạn ALCII,677.573.035.414,677573035414.0
- Tài sản nhận thể chấp:,- Tài sản nhận thể chấp:,- Tài sản nhận thể chấp:,2.497.178.887.170,2497178887170.0
"+ Bất động sản, phương tiện vận tải, máy móc thiết bị (đã giao dịch đảm bảo)","+ Bất động sản, phương tiện vận tải, máy móc thiết bị (đã giao dịch đảm bảo)","+ Bất động sản, phương tiện vận tải, máy móc thiết bị (đã giao dịch đảm bảo)",1.788.691.533.509,1788691533509.0
"+ Tài sản cơ quan thi hành án đang giữ (tài sản gán nợ, xiết nợ)","+ Tài sản cơ quan thi hành án đang giữ (tài sản gán nợ, xiết nợ)","+ Tài sản cơ quan thi hành án đang giữ (tài sản gán nợ, xiết nợ)",43.867.009.129,43867009129.0
+ Tài sản là các chứng từ có giả (chưa đăng ký giao dịch đảm bảo),+ Tài sản là các chứng từ có giả (chưa đăng ký giao dịch đảm bảo),+ Tài sản là các chứng từ có giả (chưa đăng ký giao dịch đảm bảo),2.429.164.282,2429164282.0
+ Tài sản chưa đăng ký giao dịch đảm bảo,+ Tài sản chưa đăng ký giao dịch đảm bảo,+ Tài sản chưa đăng ký giao dịch đảm bảo,600.714.180.250,600714180250.0
+ Tài sản thể chấp là bảo lãnh cho vay,+ Tài sản thể chấp là bảo lãnh cho vay,+ Tài sản thể chấp là bảo lãnh cho vay,61.477.000.000,61477000000.0
- Cấp tín dụng theo hợp đồng ủy thác trong hạn,- Cấp tín dụng theo hợp đồng ủy thác trong hạn,- Cấp tín dụng theo hợp đồng ủy thác trong hạn,342.422.947.779,342422947779.0
- Ủy thác đầu tư vốn,- Ủy thác đầu tư vốn,- Ủy thác đầu tư vốn,151.000.000,151000000.0
- Chứng từ có giá đang bảo quản,- Chứng từ có giá đang bảo quản,- Chứng từ có giá đang bảo quản,869.450.936.250,869450936250.0
