row_label_raw,row_label_full,Công ty con,Hoạt động chính,% lợi ích kinh tế,% lợi ích kinh tế_1,numeric__Hoạt động chính,numeric__% lợi ích kinh tế,numeric__% lợi ích kinh tế_1
Công ty con,Công ty con,Công ty con,Hoạt động chính,31/12/2019,1/1/2019,,,
Mseafood Corporation,Công ty con > Mseafood Corporation,Mseafood Corporation,Kinh doanh các sản phẩm thủy sản.,"90,00%","90,00%",,0.9,0.9
Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang (*),Công ty con > Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang (*),Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang (*),"Chế biến và kinh doanh bột cá, các sản phẩm thủy sản, dầu cá sinh học; kinh doanh hàng hóa, nguyên vật liệu, máy móc và thiết bị phục vụ ngành nuôi trồng thủy sản; đầu tư và kinh doanh cơ sở hạ tầng; xây dựng các công trình công nghiệp và dân dụng.","98,27%","67,50%",,0.9826999999999999,0.675
Công ty TNHH Chế biến Thủy sản Minh Quí (***),Công ty con > Công ty TNHH Chế biến Thủy sản Minh Quí (***),Công ty TNHH Chế biến Thủy sản Minh Quí (***),"Chế biến và kinh doanh các sản phẩm thủy sản, nhập khẩu nguyên vật liệu, máy móc và thiết bị phục vụ ngành nuôi trồng thủy sản.","97,50%","97,50%",,0.975,0.975
