row_label_raw,row_label_full,Ngày 1 tháng 1 năm 2019,Địa chỉ,% sở hữu,% quyền biểu quyết,Giá trị ghi số VND,Giá trị hợp lý VND,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__Giá trị ghi số VND,numeric__Giá trị hợp lý VND
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,
Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thùy Sản Minh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,Đầu tư góp vốn vào: > Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thùy Sản Minh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thùy Sản Minh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,"Thành phố Hồ Chí Minh, Việt NamTỉnh Hậu Giang, Việt Nam","49,00%49,00%","49,00%49,00%",6.170.960.431101.800.498.190,(*) (*),,,,6.1709604311018e+21,
Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thùy Sản Minh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,Đầu tư góp vốn vào: > Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thùy Sản Minh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thùy Sản Minh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,"Thành phố Hồ Chí Minh, Việt NamTỉnh Hậu Giang, Việt Nam","49,00%49,00%","49,00%49,00%",107.971.458.621,(*) (*),,,,107971458621.0,
Các công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,Đầu tư góp vốn vào: > Các công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,Các công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,"Tỉnh Cà Mau, Việt Nam","10,00%","10,00%",7.000.000.000,(*),,0.1,0.1,7000000000.0,
