row_label_raw,row_label_full,col_0,1/1/2019 VND,Số phát sinh VND,Số đã được hoàn lại VND,Số đã khấu trừ/phân loại lại VND,Chênh lệch tỷ giá hối đoái VND,31/12/2019 VND,numeric__1/1/2019 VND,numeric__Số phát sinh VND,numeric__Số đã được hoàn lại VND,numeric__Số đã khấu trừ/phân loại lại VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__31/12/2019 VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.946.896.388,-,-,123.374.533,(4.526.860),10.065.744.061,9946896388.0,,,123374533.0,-4526860.0,10065744061.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,2.735.132.511,7.508.439.673,(7.713.818.197),-,-,2.529.753.987,2735132511.0,7508439673.0,-7713818197.0,,,2529753987.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,573.838.813,263.388.276,-,(49.979.680),-,787.247.409,573838813.0,263388276.0,,-49979680.0,,787247409.0
,,,13.255.867.712,7.771.827.949,(7.713.818.197),73.394.853,(4.526.860),13.382.745.457,13255867712.0,7771827949.0,-7713818197.0,73394853.0,-4526860.0,13382745457.0
