row_label_raw,row_label_full,Số dư đầu năm,2019 > Chênh lệch tạm thời VND > 340.732.125.709,2019 > Giá trị tính thuế VND > 47.687.231.906,numeric__2019 > Chênh lệch tạm thời VND > 340.732.125.709,numeric__2019 > Giá trị tính thuế VND > 47.687.231.906
Thay đổi các chênh lệch tạm thời được khấu trừ,Thay đổi các chênh lệch tạm thời được khấu trừ,Thay đổi các chênh lệch tạm thời được khấu trừ,(2.395.919.217),(119.795.960),-2395919217.0,-119795960.0
Lỗ tính thuế đã hết hiệu lực,Lỗ tính thuế đã hết hiệu lực,Lỗ tính thuế đã hết hiệu lực,(19.305.217.302),(3.716.008.452),-19305217302.0,-3716008452.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,(16.816.005.872),(3.561.108.175),-16816005872.0,-3561108175.0
Lỗ tính thuế tăng trong năm,Lỗ tính thuế tăng trong năm,Lỗ tính thuế tăng trong năm,38.925.010.087,9.092.016.769,38925010087.0,9092016769.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,341.139.993.405,49.382.336.088,341139993405.0,49382336088.0
