row_label_raw,row_label_full,col_0,Doanh thu,Doanh thu_1,numeric__Doanh thu,numeric__Doanh thu_1
,,,2019 VND,2018 VND,,
Việt Nam,Việt Nam,Việt Nam,97.788.466.658,63.084.742.587,97788466658.0,63084742587.0
Bắc Mỹ,Bắc Mỹ,Bắc Mỹ,8.963.981.847.860,8.523.084.143.247,8963981847860.0,8523084143247.0
Châu Âu,Châu Âu,Châu Âu,2.020.381.436.344,1.555.774.609.966,2020381436344.0,1555774609966.0
Nhật Bản,Nhật Bản,Nhật Bản,3.212.379.683.654,3.421.185.304.380,3212379683654.0,3421185304380.0
Hàn Quốc,Hàn Quốc,Hàn Quốc,148.555.410.501,1.208.532.587.610,148555410501.0,1208532587610.0
Các vùng địa lý khác,Các vùng địa lý khác,Các vùng địa lý khác,2.554.958.242.040,2.153.687.526.094,2554958242040.0,2153687526094.0
,,,16.998.045.087.057,16.925.348.913.884,16998045087057.0,16925348913884.0
