row_label_raw,row_label_full,a. Tiền gửi không kỳ hạn,2.517.244,13.545,numeric__2.517.244,numeric__13.545
- Bằng VND,- Bằng VND,- Bằng VND,2.517.181,13.479,2517181.0,13479.0
- Bằng ngoại hối,- Bằng ngoại hối,- Bằng ngoại hối,63,66,63.0,66.0
b. Tiền gửi có kỳ hạn,b. Tiền gửi có kỳ hạn,b. Tiền gửi có kỳ hạn,6.000.000,459.130,6000000.0,459130.0
- Bằng VND,- Bằng VND,- Bằng VND,6.000.000,231.430,6000000.0,231430.0
- Bằng ngoại hối,- Bằng ngoại hối,- Bằng ngoại hối,-,227.700,,227700.0
