row_label_raw,row_label_full,- Chứng khoán Nợ do các TCKT trong nước phát hành (*),5.949.596,5.699.462,numeric__5.949.596,numeric__5.699.462
- Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,- Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,- Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,(431.643),(405.643),-431643.0,-405643.0
Cộng,Cộng,Cộng,5.517.953,5.293.819,5517953.0,5293819.0
Tổng cộng,Tổng cộng,Tổng cộng,11.452.483,10.108.282,11452483.0,10108282.0
