row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
300,300,300,NỘ PHẢI TRẢ,,2.027.435.980.174,913.145.453.633,,,2027435980174.0,913145453633.0
310,310,310,Nợ ngắn hạn,,377.939.427.737,152.478.012.298,,,377939427737.0,152478012298.0
311,311,311,Phải trả người bán ngắn hạn,10,3.088.620.156,5.242.957.082,,10.0,3088620156.0,5242957082.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.089.335.134,1.089.335.134,,,1089335134.0,1089335134.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,11(c),214.242.000,347.980.939,,,214242000.0,347980939.0
314,314,314,Phải trả người lao động,,1.701.896.743,1.239.289.200,,,1701896743.0,1239289200.0
315,315,315,Chỉ phí phải trả ngắn hạn,12(a),40.848.112.220,10.965.675.795,,,40848112220.0,10965675795.0
319,319,319,Phải trả ngắn hạn khác,13,110.785.417.543,15.376.898.069,,13.0,110785417543.0,15376898069.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,14(a),214.530.280.583,112.685.573.439,,,214530280583.0,112685573439.0
322,322,322,"Quỹ khen thưởng, phúc lợi",15,5.681.523.358,5.530.302.640,,15.0,5681523358.0,5530302640.0
330,330,330,Nợ dài hạn,,1.649.496.552.437,760.667.441.335,,,1649496552437.0,760667441335.0
333,333,333,Chỉ phí phải trả dài hạn,12(b),,8.502.467.705,,,,8502467705.0
337,337,337,Phải trả dài hạn khác,,30.000.000,30.000.000,,,30000000.0,30000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,14(b),1.647.591.677.437,749.613.698.630,,,1647591677437.0,749613698630.0
342,342,342,Dự phòng phải trả dài hạn,,1.874.875.000,2.521.275.000,,,1874875000.0,2521275000.0
400,400,400,VỐN CHỦ SỞ HỮU,,3.852.289.681.578,2.267.868.401.475,,,3852289681578.0,2267868401475.0
410,410,410,Vốn chủ sở hữu,,3.852.289.681.578,2.267.868.401.475,,,3852289681578.0,2267868401475.0
411,411,411,Vốn góp của chủ sở hữu,"16,17",2.867.968.190.000,1.333.956.420.000,,16.17,2867968190000.0,1333956420000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.867.968.190.000,1.333.956.420.000,,,2867968190000.0,1333956420000.0
412,412,412,Thặng dư vốn cổ phần,17,39.403.521.246,39.403.521.246,,17.0,39403521246.0,39403521246.0
418,418,418,Quỹ đầu tư phát triển,17,646.734.369.757,646.734.369.757,,17.0,646734369757.0,646734369757.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",17,298.183.600.575,247.774.090.472,,17.0,298183600575.0,247774090472.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,38.332.228.520,92.419.645.709,,,38332228520.0,92419645709.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,259.851.372.055,155.354.444.763,,,259851372055.0,155354444763.0
440,440,440,TỔNG NGUỒN VỐN,,5.879.725.661.752,3.181.013.855.108,,,5879725661752.0,3181013855108.0
