row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,45.380.031.173,87.487.580.224,,,45380031173.0,87487580224.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,19,45.380.031.173,87.487.580.224,,19.0,45380031173.0,87487580224.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,20,(19.886.521.874),(66.269.577.813),,20.0,-19886521874.0,-66269577813.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,25.493.509.299,21.218.002.411,,,25493509299.0,21218002411.0
21,02 > 21,21,Doanh thu hoạt động tài chính,21,510.094.076.629,328.115.218.710,,21.0,510094076629.0,328115218710.0
22,02 > 22,22,Chi phí tài chính,22,(200.474.729.417),(148.966.296.007),,22.0,-200474729417.0,-148966296007.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,(117.715.348.977),(66.539.301.089),,,-117715348977.0,-66539301089.0
25,02 > 25,25,Chi phí bán hàng,,(522.225.442),-,,,-522225442.0,
26,02 > 26,26,Chi phí quản lý doanh nghiệp,23,(68.311.919.976),(45.419.806.086),,23.0,-68311919976.0,-45419806086.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,266.278.711.093,154.947.119.028,,,266278711093.0,154947119028.0
31,02 > 31,31,Thu nhập khác,,1.085.901.796,1.388.506.358,,,1085901796.0,1388506358.0
32,02 > 32,32,Chi phí khác,,(7.510.751.332),(974.175.625),,,-7510751332.0,-974175625.0
40,02 > 40,40,(Chi phí)/thu nhập khác,,(6.424.849.536),414.330.733,,,-6424849536.0,414330733.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,259.853.861.557,155.361.449.761,,,259853861557.0,155361449761.0
51,02 > 51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",24,(2.489.502),(7.004.998),,24.0,-2489502.0,-7004998.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,24,-,-,,24.0,,
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,259.851.372.055,155.354.444.763,,,259851372055.0,155354444763.0
