row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
300,300,300,NỘ PHÀI TRÀ,,7.647.678.978.332,6.812.327.289.944,,,7647678978332.0,6812327289944.0
310,310,310,Nợ ngắn hạn,,7.620.886.731.385,6.784.014.554.254,,,7620886731385.0,6784014554254.0
311,311,311,Phải trả người bán ngắn hạn,13,855.939.492.291,1.631.419.258.076,,13.0,855939492291.0,1631419258076.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,78.931.822.145,146.991.086.289,,14.0,78931822145.0,146991086289.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),180.369.131.204,59.572.559.601,,,180369131204.0,59572559601.0
314,314,314,Phải trả người lao động,16,38.474.668.388,29.241.503.610,,16.0,38474668388.0,29241503610.0
315,315,315,Chi phí phải trả ngắn hạn,17,32.534.395.279,23.317.598.074,,17.0,32534395279.0,23317598074.0
319,319,319,Phải trả ngắn hạn khác,18,10.914.837.151,13.681.782.893,,18.0,10914837151.0,13681782893.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,19,6.311.656.122.900,4.767.655.010.639,,19.0,6311656122900.0,4767655010639.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,112.066.262.027,112.135.755.072,,20.0,112066262027.0,112135755072.0
330,330,330,Nợ dài hạn,,26.792.246.947,28.312.735.690,,,26792246947.0,28312735690.0
337,337,337,Phải trả dài hạn khác,,900.000.000,900.000.000,,,900000000.0,900000000.0
341,341,341,Thuế thu nhập hoãn lại phải trả,,25.892.246.947,27.412.735.690,,,25892246947.0,27412735690.0
400,400,400,VỐN CHỦ SỞ HỮU,,5.871.406.574.473,5.423.073.956.647,,,5871406574473.0,5423073956647.0
410,410,410,Vốn chủ sở hữu,,5.871.406.574.473,5.423.073.956.647,,,5871406574473.0,5423073956647.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",3.159.319.780.000,2.632.778.060.000,,,3159319780000.0,2632778060000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.159.319.780.000,2.632.778.060.000,,,3159319780000.0,2632778060000.0
412,412,412,Thặng dư vốn cổ phần,22,259.365.552.279,785.907.272.279,,22.0,259365552279.0,785907272279.0
418,418,418,Quỹ đầu tư phát triển,22,191.701.386.132,185.830.957.874,,22.0,191701386132.0,185830957874.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,22,89.440.070.324,87.091.899.021,,22.0,89440070324.0,87091899021.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,22,2.171.579.785.738,1.731.465.767.473,,22.0,2171579785738.0,1731465767473.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.718.571.641.298,1.614.057.202.315,,,1718571641298.0,1614057202315.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,453.008.144.440,117.408.565.158,,,453008144440.0,117408565158.0
440,440,440,TỔNG NGUỒN VỐN,,13.519.085.552.805,12.235.401.246.591,,,13519085552805.0,12235401246591.0
