row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,20.707.517.191.896,18.621.212.567.707,,,20707517191896.0,18621212567707.0
02,02,02,Các khoản giảm trừ doanh thu,,(98.495.001.819),(25.238.314.620),,,-98495001819.0,-25238314620.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25,20.609.022.190.077,18.595.974.253.087,,25.0,20609022190077.0,18595974253087.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,(18.777.248.235.147),(17.483.711.237.040),,26.0,-18777248235147.0,-17483711237040.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.831.773.954.930,1.112.263.016.047,,,1831773954930.0,1112263016047.0
21,21,21,Doanh thu hoạt động tài chính,27,340.616.629.555,230.378.542.142,,27.0,340616629555.0,230378542142.0
22,22,22,Chi phí tài chính,28,(477.097.484.465),(426.154.979.605),,28.0,-477097484465.0,-426154979605.0
23,23,23,- Trong đó: Chi phí lãi vay,,(207.841.259.563),(292.679.834.464),,,-207841259563.0,-292679834464.0
25,25,25,Chi phí bán hàng,29,(1.017.598.597.652),(609.117.894.559),,29.0,-1017598597652.0,-609117894559.0
26,26,26,Chi phí quản lý doanh nghiệp,30,(120.241.517.086),(130.296.253.597),,30.0,-120241517086.0,-130296253597.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,557.452.985.282,177.072.430.428,,,557452985282.0,177072430428.0
31,31,31,Thu nhập khác,,2.131.688.227,597.160.588,,,2131688227.0,597160588.0
32,32,32,Chi phí khác,,(1.414.688.014),(358.676.837),,,-1414688014.0,-358676837.0
40,40,40,Lợi nhuận khác,,717.000.213,238.483.751,,,717000213.0,238483751.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,558.169.985.495,177.310.914.179,,,558169985495.0,177310914179.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,31,(106.682.329.798),(60.755.885.161),,31.0,-106682329798.0,-60755885161.0
52,52,52,Thu nhập thuế TNDN hoãn lại,31,1.520.488.743,853.536.140,,31.0,1520488743.0,853536140.0
60,60,60,Lợi nhuận sau thuế TNDN,,453.008.144.440,117.408.565.158,,,453008144440.0,117408565158.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Cổ đông của Công ty,,453.008.144.440,117.408.565.158,,,453008144440.0,117408565158.0
70,70,70,Lãi cơ bản trên cổ phiếu,23,1.434,357,,23.0,1434.0,357.0
71,71,71,Lãi suy giảm trên cổ phiếu,23,1.434,357,,23.0,1434.0,357.0
