row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
200,200,200,TÀI SẢN DÀI HẠN,,3.316.715.052.258,2.912.762.205.168,,,3316715052258.0,2912762205168.0
210,210,210,Khoàn phải thu dài hạn,,1.337.705.464,5.500.000,,,1337705464.0,5500000.0
216,216,216,Phải thu dài hạn khác,,1.337.705.464,5.500.000,,,1337705464.0,5500000.0
220,220,220,Tài sản cố định,,2.021.344.676.318,2.358.754.796.405,,,2021344676318.0,2358754796405.0
221,221,221,Tài sản cố định hữu hình,11(a),1.700.297.737.520,1.989.130.813.078,,,1700297737520.0,1989130813078.0
222,222,222,Nguyên giá,,5.084.074.628.216,5.012.381.146.321,,,5084074628216.0,5012381146321.0
223,223,223,Giá trị khấu hao lũy kế,,(3.383.776.890.696),(3.023.250.333.243),,,-3383776890696.0,-3023250333243.0
224,224,224,Tài sản cố định thuê tài chính,11(b),-,37.360.217.531,,,,37360217531.0
225,225,225,Nguyên giá,,-,41.899.309.383,,,,41899309383.0
226,226,226,Giá trị khấu hao lũy kế,,-,(4.539.091.852),,,,-4539091852.0
227,227,227,Tài sản cố định vô hình,11(c),321.046.938.798,332.263.765.796,,,321046938798.0,332263765796.0
228,228,228,Nguyên giá,,391.098.129.684,391.098.129.684,,,391098129684.0,391098129684.0
229,229,229,Giá trị khấu hao lũy kế,,(70.051.190.886),(58.834.363.888),,,-70051190886.0,-58834363888.0
240,240,240,Tài sản dở dang dài hạn,,285.776.095.884,311.996.159.857,,,285776095884.0,311996159857.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,285.776.095.884,311.996.159.857,,12.0,285776095884.0,311996159857.0
250,250,250,Đầu tư tài chính dài hạn,,524.521.155.000,3.180.000.000,,,524521155000.0,3180000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(b),524.521.155.000,3.180.000.000,,,524521155000.0,3180000000.0
260,260,260,Tài sản dài hạn khác,,483.735.419.592,238.825.748.906,,,483735419592.0,238825748906.0
261,261,261,Chi phí trả trước dài hạn,10(b),483.735.419.592,238.825.748.906,,,483735419592.0,238825748906.0
270,270,270,TỔNG TÀI SẢN,,13.519.085.552.805,12.235.401.246.591,,,13519085552805.0,12235401246591.0
