row_label_raw,row_label_full,col_0,2024VND,2023VND,numeric__2024VND,numeric__2023VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,558.169.985.495,177.310.914.179,558169985495.0,177310914179.0
Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,111.633.997.099,35.462.182.836,111633997099.0,35462182836.0
Chi phí không được khấu trừĐiều chỉnh thuế của năm trướcĐiều chỉnh thuế của chi phí lãi vay khôngđược trừ năm trước được chuyển sangnăm này của doanh nghiệp có giaodịch liên kết (i),Chi phí không được khấu trừĐiều chỉnh thuế của năm trướcĐiều chỉnh thuế của chi phí lãi vay khôngđược trừ năm trước được chuyển sangnăm này của doanh nghiệp có giaodịch liên kết (i),Chi phí không được khấu trừĐiều chỉnh thuế của năm trướcĐiều chỉnh thuế của chi phí lãi vay khôngđược trừ năm trước được chuyển sangnăm này của doanh nghiệp có giaodịch liên kết (i),449.931.882-,477.071.3627.381.260.670,,4.77071362738126e+18
Lỗ trước thuế không ghi nhận tài sảnthuế thu nhập hoãn lại (ii),Lỗ trước thuế không ghi nhận tài sảnthuế thu nhập hoãn lại (ii),Lỗ trước thuế không ghi nhận tài sảnthuế thu nhập hoãn lại (ii),(7.146.989.317),1.805.088.397,-7146989317.0,1805088397.0
Lỗ trước thuế từ năm trước chuyển sangđã được sử dụng (ii),Lỗ trước thuế từ năm trước chuyển sangđã được sử dụng (ii),Lỗ trước thuế từ năm trước chuyển sangđã được sử dụng (ii),231.374.054,14.776.745.756,231374054.0,14776745756.0
Chi phí thuế TNDN (iii),Chi phí thuế TNDN (iii),Chi phí thuế TNDN (iii),105.161.841.055,59.902.349.021,105161841055.0,59902349021.0
Chi phí/(thu nhập) thuế TNDN ghi nhậntrong báo cáo kết quả hoạt động kinhdoanh hợp nhất:,Chi phí/(thu nhập) thuế TNDN ghi nhậntrong báo cáo kết quả hoạt động kinhdoanh hợp nhất:,Chi phí/(thu nhập) thuế TNDN ghi nhậntrong báo cáo kết quả hoạt động kinhdoanh hợp nhất:,,,,
Thuế TNDN - hiện hành,Chi phí/(thu nhập) thuế TNDN ghi nhậntrong báo cáo kết quả hoạt động kinhdoanh hợp nhất: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,106.682.329.798,60.755.885.161,106682329798.0,60755885161.0
Thuế TNDN - hoãn lại,Chi phí/(thu nhập) thuế TNDN ghi nhậntrong báo cáo kết quả hoạt động kinhdoanh hợp nhất: > Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,(1.520.488.743),(853.536.140),-1520488743.0,-853536140.0
Chi phí thuế TNDN,Chi phí/(thu nhập) thuế TNDN ghi nhậntrong báo cáo kết quả hoạt động kinhdoanh hợp nhất: > Chi phí thuế TNDN,Chi phí thuế TNDN,105.161.841.055,59.902.349.021,105161841055.0,59902349021.0
